1200 5000
388 606 22
738 1094 31
1095 561 9
938 603 1
5 1007 6
841 878 31
1094 972 38
63 364 24
644 86 42
786 787 32
1157 471 14
125 76 3
846 638 27
609 261 21
812 262 39
310 859 27
717 1023 38
1077 217 8
337 170 24
139 106 40
138 587 23
5 6 24
361 350 3
367 37 19
134 487 28
772 190 13
844 367 3
885 404 27
888 868 32
166 472 5
671 1001 28
58 1038 10
418 941 37
421 313 21
898 967 9
769 1044 13
1085 943 10
900 587 45
746 268 42
758 338 28
1060 187 37
1033 883 3
1036 1082 16
585 663 1
140 1183 25
675 193 22
897 38 24
672 1012 15
722 880 41
600 138 36
1079 955 30
807 520 49
967 1194 43
868 459 22
286 1042 28
163 232 31
40 721 28
630 1139 8
431 964 3
859 621 15
472 1094 6
607 1149 36
767 381 33
992 995 22
447 841 21
662 92 42
579 724 47
171 1100 44
994 692 43
185 734 2
1176 709 48
841 476 31
920 770 1
82 48 23
560 320 40
106 112 23
384 805 15
1088 730 48
153 121 2
39 1000 38
326 379 28
332 701 21
387 1122 32
371 655 29
1172 922 26
1128 258 17
1187 517 24
659 1084 16
878 925 33
1102 770 24
135 840 42
134 482 44
711 601 47
252 970 21
659 26 13
34 864 15
1198 1066 7
197 1019 20
636 457 36
631 1122 46
1073 730 9
597 499 16
858 587 16
350 145 33
626 344 7
647 441 28
166 733 20
635 782 13
263 988 22
488 13 39
23 238 19
521 1055 11
206 563 7
768 801 23
625 1161 30
87 453 44
754 663 20
691 146 12
713 463 36
979 177 4
864 239 28
1048 85 10
908 402 40
839 108 48
101 784 28
537 626 20
112 956 31
654 692 37
127 916 9
106 519 4
693 795 16
864 592 2
109 784 4
1188 823 39
429 927 18
4 546 42
1053 724 5
1169 70 43
1021 999 27
894 1175 46
484 100 18
844 130 49
490 173 34
68 556 39
693 780 25
754 293 30
732 886 16
270 364 23
203 243 49
333 11 4
836 696 30
447 702 41
22 1039 24
1065 491 14
393 154 41
248 650 3
1057 747 14
76 18 49
1034 944 34
1048 331 2
546 835 10
514 1076 26
961 234 11
328 410 45
1148 349 42
997 56 3
652 390 33
3 602 31
161 375 15
1115 279 47
534 1026 37
1012 10 41
615 78 40
1022 248 25
964 326 25
455 732 1
661 49 22
938 854 18
676 51 34
663 141 36
808 1049 4
1154 964 33
247 295 7
459 634 34
40 343 3
285 1029 37
925 291 36
168 442 23
768 510 23
715 1064 26
1048 695 12
744 797 42
858 344 43
1176 930 13
267 349 7
528 1116 20
975 1018 24
349 970 20
935 885 30
566 232 3
911 1110 26
711 594 26
827 97 30
337 846 5
775 1096 36
426 1021 17
846 193 9
609 841 10
1045 798 37
231 1023 33
950 69 18
268 872 2
635 388 37
367 289 16
316 1015 33
165 547 11
195 935 27
281 326 39
345 648 45
745 1088 46
900 192 7
35 55 49
667 822 31
1018 272 16
84 1148 31
433 1023 42
440 88 5
163 971 49
601 1005 7
999 893 5
130 889 36
544 976 49
774 348 6
304 377 33
844 747 38
717 549 17
641 690 4
958 740 16
436 596 40
820 1097 18
245 485 21
319 702 29
229 278 39
751 37 14
743 225 4
395 636 42
600 1128 9
1064 340 48
1071 93 29
1164 387 1
239 357 18
150 37 22
35 105 29
719 245 5
658 401 13
247 489 26
682 920 4
610 748 10
894 40 36
1040 392 27
607 200 19
1036 727 1
783 397 15
561 881 7
532 248 14
740 353 5
684 339 20
602 482 17
984 647 11
276 475 12
666 189 3
809 467 45
873 216 39
626 97 17
657 633 48
1106 824 33
48 1138 35
1004 132 24
556 698 49
500 171 8
150 879 1
766 80 41
36 151 38
862 436 18
1000 48 27
505 613 12
899 1169 31
1138 1055 18
879 112 25
73 698 3
830 801 15
1084 186 6
1142 427 14
104 1150 17
183 589 7
227 755 15
814 732 11
879 45 37
715 560 27
658 59 1
723 1048 43
636 104 2
464 675 33
851 1029 34
207 1009 29
1010 74 22
734 1133 32
765 755 17
498 246 43
499 98 13
534 660 43
680 679 11
349 390 45
337 365 29
597 228 8
1147 725 31
199 205 40
297 984 6
798 29 1
663 937 20
969 690 30
288 97 15
223 483 13
391 993 3
934 432 30
63 193 14
1129 1134 41
23 282 6
552 842 9
434 1076 9
704 1191 43
591 865 36
103 1037 28
383 496 25
1194 952 21
959 177 33
995 675 1
289 281 34
928 374 43
916 895 22
220 395 29
93 6 34
399 362 24
591 672 3
503 1068 4
753 118 18
1037 981 30
1093 923 11
672 892 28
905 418 30
338 65 8
885 936 20
1122 305 49
352 876 12
132 990 28
228 195 20
451 285 5
1194 620 44
1097 295 1
166 968 10
645 1027 41
604 1141 34
851 621 14
174 149 13
181 139 49
394 103 24
1044 535 25
371 1049 4
316 862 48
278 685 31
241 530 13
216 1029 13
509 534 49
890 462 20
166 598 6
382 352 22
671 293 46
155 437 48
827 379 44
1187 940 20
599 474 34
452 519 16
105 1131 28
509 695 40
943 185 8
594 64 15
719 391 10
361 602 41
318 993 3
175 179 45
967 205 4
59 1134 16
21 324 2
514 712 7
621 848 25
1132 769 18
777 1193 29
37 22 3
399 1143 37
335 122 41
696 1009 20
431 92 5
1068 698 15
517 578 42
366 1016 4
846 1185 48
1142 938 37
199 428 4
1025 721 17
235 954 40
509 985 25
410 460 12
198 561 13
29 1001 17
905 551 34
342 409 27
635 985 32
330 350 48
269 817 40
166 794 44
965 717 7
1016 309 46
631 171 36
267 1135 24
111 622 48
947 820 10
342 47 23
28 779 46
1129 737 12
576 630 4
1057 777 41
4 1126 3
610 352 22
79 895 15
845 577 4
141 777 33
503 183 21
1113 76 40
272 829 48
878 868 13
719 343 42
357 1080 14
167 817 24
1033 1142 3
457 294 44
849 698 18
786 1027 32
83 854 24
79 1030 32
602 632 46
223 1056 30
450 681 11
905 538 22
861 483 35
836 814 34
949 790 11
1173 311 46
762 131 26
28 1004 46
767 781 38
1128 927 28
23 821 44
851 693 37
574 929 2
625 982 16
11 387 19
751 505 44
279 576 40
1182 550 1
782 1081 46
32 852 30
261 912 13
687 1057 44
591 263 13
259 896 34
461 80 11
767 876 30
821 1140 9
464 798 41
355 1079 37
645 639 15
62 453 47
364 687 49
181 263 29
746 1183 42
770 66 29
946 691 8
126 982 30
1164 833 24
1192 485 22
1096 439 39
920 500 43
258 529 2
627 359 20
132 67 21
902 274 23
97 522 36
373 711 27
1130 60 21
1005 1120 23
354 284 33
785 1029 28
134 277 14
639 966 16
714 221 13
798 787 23
104 183 2
309 494 34
532 312 27
232 886 6
1004 1093 12
398 617 47
14 67 48
515 734 12
53 694 10
209 630 41
83 999 5
537 337 16
141 879 47
852 124 15
37 303 16
784 494 30
302 183 47
738 167 30
546 725 27
143 884 18
289 95 24
221 274 4
670 1026 13
598 1109 34
35 427 2
675 147 2
393 738 19
127 201 39
256 694 35
302 1099 5
684 701 1
759 793 4
487 331 6
434 1178 21
879 868 46
857 557 6
816 620 4
33 391 4
610 128 41
16 642 22
1074 416 34
810 619 28
1142 1120 3
253 162 6
578 606 47
942 909 46
619 124 9
123 226 20
61 599 23
1056 403 42
279 429 3
163 105 13
91 1003 47
499 156 37
688 729 18
1137 530 26
1051 764 18
1018 153 18
226 520 22
113 355 49
361 1044 22
1192 529 36
893 183 40
1132 329 4
344 344 48
1117 97 10
105 595 43
1162 95 6
881 121 37
69 579 19
1073 914 23
311 706 11
483 35 41
1029 230 45
1059 794 10
223 407 48
684 590 10
1012 1020 13
303 997 45
626 141 2
288 1194 30
928 4 15
991 219 9
631 467 5
548 677 25
493 798 6
431 881 32
50 774 24
858 175 24
588 105 2
1107 893 17
1189 1156 26
293 189 2
682 136 4
625 877 28
543 1118 30
1053 1056 6
769 217 40
623 418 26
716 569 26
743 634 38
977 474 48
319 1130 14
705 1001 42
11 882 25
886 980 38
737 774 24
74 790 5
675 969 17
978 262 23
954 1099 13
16 150 12
207 582 25
407 546 4
655 586 33
722 883 18
132 231 5
855 585 4
489 1099 26
1060 175 22
776 106 4
1061 785 23
193 827 2
544 100 17
681 91 36
1099 675 8
853 852 41
619 285 37
610 295 9
560 103 14
127 701 21
719 62 36
693 106 24
492 237 10
893 593 8
777 225 28
1175 219 21
631 877 6
1176 276 9
402 952 12
872 598 35
808 1175 43
1053 561 18
1045 1059 11
893 833 30
908 195 26
402 969 16
34 947 1
108 562 12
1036 46 28
986 381 17
1147 1152 26
578 772 11
130 572 25
1191 594 30
771 454 27
456 513 48
857 1135 39
608 572 20
134 265 6
957 687 42
17 943 8
535 893 24
265 540 47
60 90 24
615 1072 32
134 584 34
925 1008 33
921 411 22
121 601 11
799 589 19
518 954 13
233 763 27
25 776 14
690 38 28
957 741 42
1192 483 28
1178 68 3
288 589 46
892 1057 34
156 727 6
617 531 20
306 328 3
1067 919 19
695 431 30
769 1075 42
824 159 16
422 202 6
118 185 49
561 1170 35
831 277 2
573 604 44
784 94 39
984 1185 39
1135 189 18
932 991 34
735 661 1
205 307 32
904 205 28
817 807 32
436 104 14
882 548 43
806 715 2
348 802 4
321 916 7
862 187 34
44 475 4
146 1191 18
758 836 21
46 687 36
594 1188 36
255 1148 18
922 1037 12
672 844 13
742 974 35
42 21 6
56 1087 34
407 294 41
395 944 45
909 140 36
1013 1060 11
933 541 26
979 1090 24
587 53 8
495 997 20
337 825 38
124 434 7
388 1195 42
1146 558 17
484 993 36
930 923 33
124 711 39
355 474 8
1151 29 35
874 112 43
935 702 35
1133 496 36
173 755 42
248 506 4
918 455 5
128 1170 34
731 626 17
788 184 28
369 492 6
563 704 40
476 350 43
224 162 18
105 1164 24
232 801 48
572 217 11
565 632 40
719 381 24
929 650 8
284 640 32
149 439 30
274 492 13
950 443 18
911 1196 8
935 379 8
162 126 41
778 817 6
688 1035 42
431 289 18
176 796 48
250 1031 17
1162 1052 20
256 991 6
1007 1155 4
1177 566 30
461 613 3
117 344 45
577 84 36
169 1060 12
351 69 47
925 503 7
1 389 39
640 869 23
890 472 6
744 395 19
968 318 41
390 1126 8
629 67 25
362 889 4
1038 274 27
302 357 28
746 362 5
725 128 3
885 603 15
1070 661 30
302 481 26
387 242 30
10 840 11
168 218 24
821 315 42
775 694 17
393 156 42
261 337 26
354 1195 39
922 1058 16
1122 868 47
1195 675 45
977 545 6
518 319 32
479 795 25
479 936 40
872 1046 5
728 822 16
760 1038 39
379 263 45
1160 314 34
437 261 8
121 17 45
760 955 29
164 204 43
595 1121 31
593 487 21
141 839 2
1196 1033 31
86 1128 40
806 742 18
424 215 26
875 964 43
1152 1072 10
805 783 7
27 400 32
1065 736 13
793 1063 32
426 841 39
1123 953 35
33 525 29
1196 907 6
753 258 18
989 103 8
818 141 33
692 97 32
799 999 9
456 37 27
3 43 1
597 268 28
939 624 12
263 392 29
496 307 14
542 849 47
711 1039 24
1023 809 11
544 550 41
402 483 6
99 134 35
1155 847 10
675 371 6
15 433 16
495 380 30
842 383 38
146 368 49
426 199 9
707 197 2
1094 298 36
948 123 46
720 517 20
460 1054 10
357 809 19
633 1101 5
705 777 46
173 1173 40
666 89 43
1117 551 9
72 736 39
651 907 32
1028 201 36
298 930 14
1025 660 16
169 1143 27
279 102 22
346 1189 4
23 297 10
879 622 33
249 335 23
977 752 16
1065 513 26
303 334 27
616 1022 46
246 463 31
987 1043 33
757 71 39
608 835 23
248 729 8
540 837 27
1134 598 42
372 978 41
84 128 38
799 529 24
349 1043 16
824 301 16
145 511 34
821 7 10
180 422 49
70 1120 47
348 1028 23
642 459 33
674 573 12
323 827 34
262 696 17
1193 584 18
463 352 17
332 270 20
749 392 46
514 1196 9
1096 1185 32
101 571 42
347 172 22
723 920 48
178 576 10
206 468 37
270 155 39
799 347 48
486 907 48
836 423 28
892 222 32
932 765 19
1099 227 26
525 843 12
1009 670 23
142 1020 38
165 171 38
404 112 37
254 368 46
312 604 11
1079 1067 46
10 1111 7
916 350 17
262 1015 11
1126 554 33
79 641 49
122 648 9
498 1090 9
827 136 17
868 279 17
647 127 49
801 309 15
1003 1142 41
589 656 21
894 884 23
1197 569 45
826 1131 9
804 563 14
258 491 30
1037 1056 10
320 352 8
728 397 12
758 976 38
126 1138 14
896 1170 14
787 398 46
55 1172 38
900 697 11
1074 1081 14
459 787 1
309 1056 16
213 833 8
9 22 16
451 1195 34
1025 273 24
218 1067 16
65 217 27
311 495 13
1054 12 38
13 512 3
543 1137 3
649 500 10
979 453 16
313 848 23
208 154 20
467 833 32
640 954 6
356 1110 7
119 737 11
1067 1169 5
399 1104 2
781 679 31
40 463 11
1070 755 26
551 785 45
792 641 20
1095 690 1
293 1016 25
449 899 40
237 422 24
284 802 42
449 779 22
41 888 46
98 36 41
723 842 25
225 204 20
57 904 5
19 630 12
493 827 38
198 809 23
927 817 18
891 73 37
358 447 43
271 33 10
277 75 14
736 655 29
1056 652 9
818 236 4
793 798 46
745 845 32
534 574 2
773 948 12
154 805 17
96 313 8
352 699 19
1162 310 27
727 1089 4
952 284 20
1083 872 45
162 1101 18
384 68 10
27 727 14
131 31 47
975 246 18
473 372 41
936 671 3
1184 112 28
1152 304 25
553 243 30
1156 914 13
622 199 31
515 964 46
321 850 4
842 667 1
1188 352 37
377 176 14
107 593 37
809 879 16
119 426 32
332 84 24
301 207 3
171 555 11
463 794 3
1194 953 5
816 504 43
55 885 12
989 619 34
72 534 20
334 572 33
699 727 33
375 566 26
42 1085 15
393 207 8
905 947 35
577 464 23
639 797 21
161 559 40
589 670 14
413 173 12
433 764 17
1066 170 10
1126 371 32
238 525 44
375 41 25
744 986 17
43 943 28
836 475 14
385 820 7
774 201 41
503 505 45
124 607 6
1186 1055 46
87 982 49
462 282 44
806 309 22
1134 898 48
791 787 34
179 951 23
783 830 34
877 793 17
610 195 41
126 773 28
496 392 18
571 869 48
763 1094 25
1006 258 11
575 869 35
352 903 15
981 843 18
1016 307 24
680 521 41
678 1174 19
918 799 15
689 12 17
423 1175 36
127 241 14
750 1146 11
640 340 16
1143 691 20
62 291 3
401 1112 2
88 622 17
106 887 48
152 627 41
661 1056 32
175 705 8
754 1089 43
439 244 47
119 1015 35
1094 200 15
1162 182 46
77 665 2
735 644 33
104 9 29
1181 889 41
306 420 28
168 412 12
67 261 44
687 883 6
790 686 12
280 7 32
71 541 20
617 870 40
246 640 46
1026 288 7
633 147 29
1147 16 16
811 737 5
531 485 6
661 37 46
47 1124 43
658 264 48
422 832 47
954 548 16
582 268 31
882 199 27
149 21 47
1113 282 21
1079 781 6
367 722 20
975 1154 2
378 131 35
173 120 24
182 922 26
518 996 30
36 461 24
137 911 44
224 659 26
125 423 29
873 806 17
17 13 3
230 1073 5
479 299 23
1120 1156 9
769 830 12
423 972 6
338 298 34
1187 467 7
418 497 9
227 917 3
368 688 12
405 572 7
41 1083 9
29 532 27
265 354 21
376 752 18
759 333 9
251 842 28
172 1048 30
220 742 38
423 997 19
829 704 16
501 376 6
571 526 4
651 1184 33
172 675 12
425 252 21
1127 276 24
524 989 27
556 922 36
743 709 40
583 717 24
232 47 14
319 400 14
1096 288 45
1091 142 9
675 1126 23
462 1047 2
543 588 34
330 840 29
3 798 44
475 656 28
316 607 47
587 1105 40
885 95 9
950 908 9
150 703 6
899 848 5
1167 794 39
707 91 19
805 513 29
323 779 43
803 500 12
556 1103 21
1037 830 22
651 993 5
1092 631 23
439 784 20
870 38 47
1195 588 21
739 391 8
189 526 22
16 379 43
455 323 4
847 474 42
154 110 8
489 990 24
950 448 26
11 387 31
340 255 49
883 435 26
809 1048 29
553 346 44
1176 901 46
497 221 35
634 1019 36
488 660 49
800 177 17
450 254 3
248 531 23
493 540 2
678 648 44
851 624 12
527 1166 12
74 506 36
82 981 44
123 506 41
180 345 29
361 564 17
833 168 30
935 1060 18
126 578 16
875 469 3
425 975 4
631 14 43
683 77 4
1017 1011 23
204 1119 31
113 1166 4
471 651 49
437 187 28
357 1030 37
201 70 27
838 1016 17
193 913 12
1130 770 36
836 1194 30
651 469 12
506 1061 33
121 560 7
589 997 49
551 1093 29
260 875 1
753 986 6
805 287 36
669 1160 14
347 1122 36
1064 752 35
253 1138 13
561 923 43
351 1102 3
1135 677 14
1097 333 49
1121 918 10
758 732 42
146 1164 45
895 734 3
810 515 14
453 516 39
302 545 10
447 218 10
62 488 43
166 546 8
54 920 46
739 439 10
1037 615 25
866 742 13
44 637 42
1081 913 7
1055 628 21
213 994 25
683 116 43
203 391 49
987 148 12
1054 320 33
50 1 23
1052 845 3
346 781 48
509 399 6
567 235 34
320 217 43
534 494 44
1059 635 20
1147 589 28
915 570 36
895 998 10
444 951 22
296 123 3
997 1174 14
14 860 35
384 710 12
430 895 18
553 200 46
963 589 35
802 11 19
771 132 16
1178 649 3
539 396 18
485 89 8
521 866 41
643 17 23
982 556 45
720 955 41
55 1192 36
751 868 40
1160 1108 41
406 726 35
88 1007 15
658 1183 27
629 773 32
663 82 48
630 90 3
109 546 43
1120 514 32
951 623 26
1025 647 33
457 1040 34
430 1123 29
1184 122 43
640 720 28
166 295 10
897 537 32
968 284 31
110 1095 30
1005 744 37
955 635 1
1144 992 49
1147 378 40
1187 1002 1
276 523 37
17 544 6
852 122 5
165 571 24
1013 1038 1
65 45 11
29 279 26
837 208 29
847 356 6
148 345 22
522 948 39
202 1045 24
185 453 22
573 831 12
612 890 2
574 651 3
848 1140 1
768 973 31
104 759 38
734 188 43
916 715 38
890 421 49
431 804 46
50 783 36
575 798 12
826 1150 31
209 423 28
937 494 17
536 315 32
447 703 43
1158 748 4
540 508 13
677 934 7
1027 1017 16
673 341 22
277 279 44
62 1109 9
133 2 32
1055 336 17
160 423 13
444 479 44
353 63 25
366 403 12
16 1041 10
921 18 21
1127 1074 33
1005 356 25
728 723 46
168 1192 39
1122 609 28
805 1178 3
177 552 32
646 283 9
285 66 38
203 1062 22
1128 765 35
255 1158 18
76 456 20
459 1031 36
1052 975 26
154 761 7
279 954 42
814 302 47
892 743 30
469 507 10
195 911 41
94 220 47
955 119 43
787 195 38
639 578 39
493 749 8
853 310 45
1169 1090 14
189 347 24
744 1005 47
261 164 12
250 237 40
803 1066 14
769 1016 28
815 226 17
153 545 9
1075 1034 36
175 407 21
347 680 24
726 75 27
914 164 41
782 40 30
1020 1186 18
196 1042 36
793 473 28
767 1046 15
502 1133 40
958 1108 12
878 736 9
972 870 31
768 63 16
511 604 26
171 304 4
600 1060 28
682 732 48
515 47 5
600 931 36
1048 692 5
943 1009 36
944 1060 14
939 908 21
615 804 44
456 1031 28
119 858 25
378 136 4
753 0 15
362 371 32
1042 155 24
596 104 24
711 714 37
394 33 8
863 745 25
760 420 41
1074 743 30
985 468 13
1062 494 19
630 26 25
837 1154 23
913 127 28
822 138 43
215 502 35
556 1027 15
1151 614 27
89 742 3
462 1119 37
353 424 5
334 757 7
870 701 22
586 261 34
926 26 26
727 403 3
339 390 35
1112 1192 34
235 1029 27
764 406 5
1051 73 8
424 651 45
242 485 18
193 357 7
504 121 9
697 729 47
249 121 23
14 378 30
931 359 18
530 238 49
522 357 13
508 529 42
977 364 41
576 1093 45
109 371 33
200 943 15
1175 216 27
577 555 41
693 709 18
966 221 10
359 806 49
883 50 37
1138 537 1
1 1073 47
478 928 18
601 877 35
243 1008 42
928 1037 4
815 892 27
1110 1011 22
880 1020 7
902 1094 18
1167 754 47
725 526 4
540 1088 9
113 848 10
303 196 44
138 399 6
1084 1148 31
355 271 15
223 1151 9
1141 1038 42
687 1127 48
708 211 9
95 442 23
212 86 36
1152 262 19
930 366 38
1082 1071 45
437 193 45
716 781 38
836 859 31
937 976 16
657 368 46
781 11 47
46 426 46
994 369 29
457 713 13
464 1118 36
349 483 14
37 225 28
227 756 18
109 1188 10
527 399 6
984 1016 8
1162 840 24
76 205 41
770 1080 39
611 1098 33
345 802 8
325 650 32
1189 656 19
1126 898 35
369 67 10
245 198 14
443 150 18
746 955 22
968 299 29
475 900 23
912 915 35
254 971 20
478 1172 41
921 1019 1
621 415 11
494 1083 29
125 756 12
127 190 17
557 522 24
817 873 3
725 1049 12
722 449 4
639 1071 4
487 600 35
589 586 32
127 1044 29
917 920 5
159 1115 40
393 339 30
293 666 1
781 95 38
165 408 2
798 325 17
60 18 24
392 365 36
1090 726 11
282 278 48
575 69 48
711 263 16
602 519 19
828 173 6
178 414 40
1123 533 1
167 644 17
826 834 2
189 470 12
199 897 44
931 193 17
254 928 22
50 1165 39
951 712 34
1092 665 11
203 726 37
270 1122 39
342 702 7
990 927 14
721 489 21
1187 1102 4
1065 869 10
812 555 35
381 339 38
391 134 48
830 584 48
396 860 22
791 493 34
1186 564 32
910 673 35
425 63 14
819 1063 27
228 456 15
819 246 49
277 266 22
1012 229 14
1012 220 9
17 118 3
791 769 26
475 1035 19
475 105 15
1143 373 38
606 558 8
419 326 13
1191 765 47
1161 203 48
468 1093 42
876 276 17
662 841 27
697 788 14
261 494 22
985 267 10
420 161 39
461 1014 44
578 560 25
32 126 16
223 207 26
122 1136 41
1144 970 8
158 192 31
196 369 25
944 542 40
1187 989 20
15 936 18
661 420 18
571 382 7
298 1000 44
942 408 31
1120 276 42
263 120 48
561 620 10
57 1047 36
1110 99 30
905 1182 42
97 752 6
643 483 38
1128 676 27
154 505 32
507 908 37
849 658 28
266 841 22
761 24 13
1122 295 10
595 1037 9
324 795 24
1168 170 24
212 732 31
252 330 15
849 221 32
799 815 7
607 486 46
305 1017 30
405 219 11
138 698 27
197 820 38
950 942 42
763 777 8
823 193 18
511 1043 44
358 258 37
547 271 47
486 505 42
998 1160 48
378 149 31
1150 750 9
15 749 20
490 503 30
239 998 15
717 175 49
77 345 8
166 0 14
1049 567 6
833 940 48
591 775 42
778 867 3
1103 345 10
211 1142 21
146 251 31
643 642 19
1025 717 25
753 307 7
359 608 14
834 66 11
227 500 48
393 216 35
998 226 9
943 363 38
447 622 48
318 928 31
24 24 32
367 653 24
94 896 5
120 1154 35
778 112 22
288 280 15
1159 325 30
501 179 11
1059 944 39
96 326 34
286 117 34
6 1195 24
802 1046 17
394 850 7
836 31 19
1001 49 1
51 614 9
1016 475 47
73 872 36
1192 309 37
483 594 23
769 974 44
449 901 46
892 564 8
173 614 17
929 12 4
699 516 1
292 589 40
930 571 28
451 895 19
484 1105 15
769 725 35
162 929 45
717 6 39
108 264 9
212 584 13
1127 74 30
130 106 9
534 830 28
659 279 28
241 543 26
1180 811 25
351 855 30
756 423 30
180 621 29
1117 564 13
246 783 31
95 1085 12
566 293 43
1046 409 7
384 1155 47
314 227 18
367 522 12
119 461 40
867 674 47
174 937 47
560 16 35
58 1034 39
306 1195 23
269 831 14
873 297 49
451 249 44
1133 1070 29
485 273 8
764 65 14
377 97 10
613 609 19
956 655 4
560 694 24
3 849 16
453 495 32
504 1022 45
442 423 49
579 903 38
1131 104 9
207 763 45
525 448 17
1147 584 38
453 587 34
747 22 40
184 486 35
550 82 20
468 65 16
681 298 7
957 102 49
1178 202 13
306 995 23
27 796 3
751 121 22
1183 245 42
624 377 1
918 777 42
96 317 27
703 860 33
265 236 25
840 835 11
468 836 47
870 179 47
1194 135 15
230 41 4
872 248 4
724 482 49
1078 24 21
34 34 49
847 963 27
807 773 14
593 44 2
267 1098 13
720 349 38
5 419 2
543 170 45
1123 1015 22
458 545 40
1073 426 45
140 860 27
921 65 46
574 42 4
999 1122 6
938 861 47
954 1056 28
589 491 33
803 310 48
612 56 37
352 602 4
1170 1081 12
952 341 40
240 1047 21
597 286 24
0 186 44
876 1060 18
625 1151 37
517 33 47
818 410 40
787 687 29
1129 242 2
259 761 29
383 225 17
1195 834 41
726 903 16
550 1129 47
973 702 28
117 127 28
653 721 37
924 455 44
492 1143 30
1052 206 42
279 688 34
283 1050 48
212 772 6
919 152 25
66 294 11
630 413 7
38 21 30
235 891 15
572 721 8
933 675 34
1107 192 18
78 988 30
939 60 10
468 797 17
1135 415 32
704 1180 30
530 1023 39
776 174 33
499 815 9
1049 760 17
330 237 14
720 311 12
590 930 4
304 638 10
704 48 15
741 787 16
488 893 37
878 191 29
534 0 36
1111 769 48
547 1066 5
796 807 48
372 914 42
248 944 3
1142 436 41
38 830 35
1065 1190 25
966 157 48
725 724 7
600 663 11
1019 1019 14
932 791 25
798 462 47
478 7 14
975 702 14
1077 789 45
257 274 3
98 1178 47
987 1181 33
432 28 4
177 374 16
54 616 45
72 1089 41
836 703 15
465 459 14
1066 1084 13
310 469 7
1051 41 30
191 1034 29
519 207 17
805 170 26
669 736 37
265 714 7
709 216 45
1159 1022 18
659 520 2
372 72 1
378 121 6
1094 110 13
773 954 23
779 837 22
7 607 4
917 774 33
317 18 47
129 340 17
1196 246 27
1074 652 20
397 1160 34
779 1158 4
1061 1189 16
101 1026 26
292 956 31
978 479 5
615 777 9
742 767 21
179 322 14
1059 522 16
998 1083 48
250 729 2
479 68 32
917 379 21
795 969 12
355 504 26
360 979 23
996 746 16
227 285 41
1196 985 21
487 790 11
753 726 7
107 369 31
903 228 23
996 839 17
1036 677 46
1027 759 1
1137 678 24
234 683 35
379 130 45
312 951 6
733 922 25
1115 960 21
1041 1117 13
654 669 32
371 445 22
502 715 15
1095 857 26
486 348 7
92 214 15
1070 843 11
932 803 17
433 542 28
1162 1024 31
619 46 24
782 259 18
1022 276 43
313 811 33
1033 736 9
934 878 47
1077 406 5
87 88 8
288 827 41
657 454 7
376 924 18
720 717 32
613 892 6
575 861 9
448 108 43
905 380 15
674 417 41
1084 181 30
1109 886 6
1187 942 4
1045 1193 17
248 380 5
1166 802 2
556 602 41
1171 1171 7
125 420 35
570 716 33
996 837 14
199 867 27
472 855 31
1148 59 43
838 463 21
86 1063 42
452 150 32
691 884 39
3 1197 30
1009 581 22
295 1182 8
292 1115 20
821 119 42
387 944 28
833 973 49
934 336 2
742 857 4
446 1197 3
803 957 40
600 679 3
590 495 40
263 893 21
219 938 36
144 309 31
745 702 27
9 1168 9
741 321 32
824 61 18
1160 33 4
890 655 49
381 1078 36
870 182 14
221 551 6
593 740 17
104 216 44
427 216 19
1017 463 43
319 243 5
68 942 42
1176 964 33
583 1110 37
192 412 35
1107 634 48
197 1075 24
1132 134 20
809 30 15
430 424 17
466 860 18
158 1120 45
417 1030 23
616 578 31
148 1070 31
202 742 9
1123 705 26
170 771 28
696 552 26
73 920 46
311 141 18
1122 215 26
871 519 9
431 544 3
238 732 46
115 905 30
98 847 43
20 719 45
150 974 28
398 732 32
565 172 22
17 1035 6
996 1180 34
534 272 36
1048 646 13
982 762 30
366 971 42
835 956 4
188 482 9
829 29 46
631 448 37
1053 0 35
1155 360 41
1166 276 12
209 1195 39
276 1095 26
715 757 33
469 1121 48
422 856 26
207 719 9
220 772 10
986 988 34
409 70 14
205 214 38
923 545 15
210 1012 44
830 42 11
1083 511 2
1097 853 23
141 884 15
198 972 42
1024 652 11
969 576 37
349 488 6
553 545 17
1121 660 47
596 101 48
382 1006 37
964 179 40
1082 381 43
703 1020 13
1175 1175 19
455 1174 26
266 506 19
1001 489 46
1133 687 11
1036 580 11
1078 691 6
320 507 15
337 967 49
773 549 35
738 958 41
606 775 9
1082 1048 30
717 1177 29
753 926 5
830 323 49
420 641 29
657 111 20
895 754 25
875 386 31
603 890 6
704 991 26
719 836 30
31 351 39
1143 992 40
1055 893 22
1023 299 34
89 343 9
502 111 30
1108 587 9
514 511 26
910 1076 43
615 187 24
967 1050 30
187 172 30
439 253 38
889 510 45
866 1115 46
170 766 40
232 218 5
1006 15 1
618 806 7
192 109 10
130 224 47
1032 409 29
879 599 45
644 839 22
873 768 23
1082 532 45
55 136 9
1078 713 32
715 851 45
1014 223 7
1189 83 36
781 763 47
942 1053 2
959 100 16
1193 998 8
502 1157 11
1063 103 45
382 805 46
768 486 35
508 130 10
1007 444 39
727 685 11
737 899 28
465 150 13
556 1099 8
296 67 38
624 45 39
228 1115 1
263 40 7
299 732 42
875 426 15
747 729 37
918 722 18
650 1074 31
117 64 12
249 587 3
60 254 27
782 1049 18
371 824 49
1069 881 17
128 33 27
