2000 5000
1625 77 48
387 521 10
116 327 39
616 625 22
738 214 40
1734 326 12
1135 1677 8
156 243 30
287 957 41
706 166 18
1383 656 12
1792 354 44
616 324 25
635 504 18
1723 1298 14
1988 1243 13
920 361 22
1555 1419 20
1529 1958 25
423 431 25
109 230 14
1450 1883 40
334 1302 44
1443 207 33
1965 1515 21
651 609 19
1209 1264 31
1755 1878 6
1852 725 25
1744 1894 16
170 136 14
411 806 1
935 1606 11
1972 1032 23
430 611 43
1019 446 18
1188 1318 3
784 25 45
401 1623 12
1932 249 37
1451 1509 33
1214 1070 45
1273 1749 47
1769 555 48
1141 70 7
550 534 14
1415 1003 26
185 567 4
1116 1890 19
1971 1387 27
1435 1227 19
1064 1450 30
1370 171 40
1800 438 1
201 436 42
562 965 15
1573 766 15
9 790 20
1013 1876 46
1312 542 17
271 202 39
1167 1177 4
1754 1590 24
129 180 48
640 792 44
406 1908 19
1926 190 5
1746 111 35
191 1402 26
1759 1137 37
145 352 17
1217 1844 33
1518 579 22
297 403 31
908 963 10
1130 508 27
1745 46 44
249 1369 19
1836 93 19
1741 592 28
1656 766 4
1442 1688 9
1594 1788 2
61 694 11
119 1765 24
1447 815 20
1926 1154 18
1478 1981 8
137 1076 21
446 393 28
50 1595 47
353 297 6
836 569 4
1821 727 17
1754 1920 16
1249 1758 26
1281 1678 4
371 1488 13
1910 1588 19
1266 1997 35
1407 1219 28
695 333 21
1384 672 1
1379 785 13
1208 59 23
1656 572 45
1239 1037 44
721 1362 43
547 1416 29
1593 1040 39
1330 144 43
559 103 30
1255 855 26
1639 1755 8
187 1267 46
686 556 9
1151 625 20
1331 1215 42
1324 1902 18
1418 299 39
1704 1119 14
445 1541 34
1135 715 20
1712 1420 22
249 916 15
939 414 11
1896 1906 44
1391 1861 1
1446 312 8
485 755 40
607 601 45
1286 1604 37
63 1607 17
625 1299 26
1654 1421 15
1023 474 49
36 215 12
1755 1190 14
165 1086 3
673 609 40
694 1708 14
649 828 14
1365 467 37
1958 1302 27
1450 1282 46
1508 199 47
1568 1302 3
364 1341 37
1234 1529 45
1133 1469 43
68 201 38
1882 1476 19
661 1099 4
1059 1103 9
743 1889 29
440 1386 17
1898 267 12
1664 247 9
681 1519 20
996 270 34
1757 339 5
1567 645 11
1978 1782 38
153 1167 35
1951 1703 32
627 1023 28
5 132 43
723 55 34
1908 23 30
1115 54 22
627 601 21
289 1973 12
1834 32 30
811 601 15
1820 1753 26
1753 597 32
907 1226 25
1044 788 2
560 1986 11
1015 1522 40
1701 1201 4
1871 553 19
1781 1694 9
328 667 14
1593 422 1
1604 1573 36
70 1250 6
970 1971 40
1055 418 23
257 250 23
1953 1822 18
1058 245 48
1324 1524 10
369 1461 27
238 302 46
906 1157 30
1571 1051 23
439 1582 47
154 328 23
37 1233 17
1508 394 29
1722 880 48
537 609 13
1245 1479 43
1700 452 27
1152 1187 20
386 340 8
1614 671 39
537 33 44
1490 1678 40
374 904 14
1726 226 13
578 849 35
629 749 14
650 1975 18
30 1538 31
1949 577 5
1775 983 31
326 4 32
1203 1396 17
962 1877 17
1959 174 16
1835 218 6
801 466 34
888 653 37
1050 1270 9
492 374 10
302 842 5
874 1107 3
57 909 44
1433 580 46
1653 1634 30
655 146 49
70 402 31
515 481 22
1585 1939 40
855 463 34
548 1182 45
1421 950 18
916 164 48
1195 1753 48
449 1347 37
68 1185 3
1432 835 40
414 1317 18
1292 435 39
1930 67 35
99 402 7
636 1455 15
640 1991 43
275 1078 21
1531 1054 26
1904 1255 29
753 1708 46
1257 462 16
1325 1629 19
1578 879 38
422 9 29
1681 855 48
291 1304 45
757 1462 11
207 425 16
738 933 43
938 1471 35
1422 1684 43
1968 990 37
520 1676 30
191 755 9
1867 889 28
669 785 26
1713 1964 17
1470 453 48
1687 415 39
352 693 26
704 1698 5
979 188 36
1067 1768 27
1066 940 9
1545 1402 28
1532 26 26
878 436 47
1877 240 23
681 369 15
1711 92 30
594 766 45
1189 185 23
1747 468 40
1561 1311 48
996 1500 18
1839 1578 44
1728 312 7
223 93 15
657 210 28
1655 1558 32
1282 1371 46
1883 216 17
913 481 36
1183 883 16
928 748 36
1251 591 39
1809 702 21
461 1532 18
559 1667 13
1051 473 1
1664 1495 32
1688 396 36
1553 1627 1
1597 124 2
808 1965 7
1797 780 40
1608 792 40
1332 551 46
1822 201 6
245 578 43
670 1250 29
935 352 7
1204 1914 29
891 1230 44
1317 932 17
96 1343 19
1810 1219 20
655 771 26
594 1113 8
280 957 19
1556 899 33
507 920 21
541 317 42
1871 1721 40
780 103 11
1211 118 47
561 973 7
1736 1020 18
1642 911 33
478 920 36
31 150 44
1468 447 21
1217 1130 31
1728 1222 44
1162 1944 45
601 519 44
300 1890 24
1403 1804 45
371 580 8
1882 1542 37
1195 1351 40
1495 445 10
641 1372 13
559 1300 9
67 408 38
878 699 3
1288 732 29
508 442 14
1550 1403 22
487 202 39
1284 284 23
1098 431 22
302 593 17
1097 1664 29
260 1121 7
1555 1688 43
1888 1107 46
1173 85 41
63 1947 40
400 1234 29
1237 1899 17
195 388 46
1704 1052 44
1930 194 27
1080 268 13
418 908 23
1366 197 8
304 1481 33
599 1296 38
1404 968 39
1291 493 37
1393 18 42
1896 505 19
685 1430 9
1766 1853 2
1870 20 32
740 958 33
1485 768 34
823 1449 26
1338 1799 45
402 1411 27
1421 1224 19
41 1935 7
934 626 8
1127 553 15
788 479 3
704 1488 6
1185 719 18
1291 60 28
1717 1100 7
849 1534 16
164 1081 39
1017 156 31
486 922 45
837 1789 10
850 416 31
244 98 36
1750 1315 20
1746 514 6
1747 1964 10
707 1724 7
118 345 41
1440 913 45
1441 1802 30
1459 519 38
1216 1110 47
362 732 45
1343 1837 33
1573 643 45
956 765 44
876 1778 39
1803 426 12
1238 623 44
138 1760 10
300 1616 37
1590 1104 23
1418 672 2
1139 652 12
958 95 6
529 489 22
168 1387 20
1196 1525 6
1589 1104 26
459 1144 30
767 1134 49
1808 1432 45
324 651 18
524 1481 43
273 368 5
1446 1618 31
329 1954 9
593 196 17
431 196 45
1947 1946 18
1805 76 28
644 116 31
1123 1718 46
1725 297 10
648 329 29
1276 1504 37
1053 1892 11
966 495 40
1208 307 30
1466 1862 2
783 1946 25
319 1694 31
591 853 19
1708 1755 43
1692 479 19
1648 1252 31
831 1466 22
1076 502 11
317 1010 10
1656 1974 7
479 1846 2
568 95 23
1842 341 32
653 647 29
1359 194 29
459 1814 16
557 222 11
891 1997 32
673 148 23
1524 62 49
190 1788 8
1382 1623 38
238 1781 22
886 1092 8
1291 1397 38
1448 1900 32
1755 1945 17
1343 118 35
1354 8 22
1809 653 3
282 1335 43
1639 1243 42
484 920 44
1783 628 24
1638 930 16
1770 1631 6
1225 1303 33
294 970 40
98 390 3
1535 1658 3
899 1261 10
968 216 27
1079 1577 32
970 1556 22
1393 688 2
150 1672 1
1085 1811 22
1683 1299 37
292 545 15
1935 323 22
1034 1095 45
133 1210 32
1550 972 42
1597 618 3
1740 1437 23
58 1167 41
673 1956 7
1128 442 46
1993 1299 34
908 825 30
1445 1432 35
339 183 33
558 1219 7
1813 55 49
390 1980 49
1109 327 15
600 329 33
343 1039 47
504 1178 15
1668 1420 20
1972 677 18
1562 1129 33
1855 170 37
1790 1908 40
670 415 33
726 495 21
853 1435 43
1620 1149 17
1790 609 35
437 354 7
908 731 37
1032 1595 9
131 562 11
959 123 32
117 1292 49
1495 1030 12
806 1810 30
1814 252 36
1451 320 47
1930 1913 25
996 1301 12
1187 219 13
916 84 28
547 1431 14
1186 783 20
1756 136 35
1926 1361 19
1397 1491 16
636 608 8
461 372 40
1511 1946 44
1519 67 25
199 892 33
294 768 23
847 1279 22
1166 1753 35
1757 1780 6
1414 693 49
684 848 48
162 276 19
1759 294 17
165 1427 25
828 1181 36
1766 1047 19
241 352 39
675 2 4
1107 361 40
1834 1610 11
1567 1764 23
401 96 34
189 1324 8
694 564 31
1679 1379 27
757 922 8
1795 760 37
1194 1480 48
27 580 38
1400 252 41
1958 1728 4
1340 952 3
785 1220 36
483 812 49
1579 145 20
9 328 8
1150 644 37
1427 633 1
1206 639 16
1251 90 2
540 227 30
608 1368 34
705 1939 33
921 1329 26
1822 1079 41
1830 546 16
1294 436 49
806 848 16
617 1003 29
276 1790 28
720 648 35
960 296 30
515 51 35
1378 187 18
485 321 17
1076 693 3
1749 833 13
514 917 3
261 1632 47
671 1887 33
518 936 46
912 1080 14
632 1214 39
621 837 13
135 1108 23
829 256 9
183 503 33
1142 1256 10
1285 1133 44
1362 1996 8
570 1911 11
253 768 2
1887 351 25
1314 1910 46
1513 1224 31
1907 1861 29
845 290 5
1451 563 11
1021 1304 45
1688 450 18
1663 541 30
1166 1890 15
1253 97 22
1265 1697 22
638 1274 49
408 83 18
187 21 9
1000 1762 9
1798 1597 48
1384 524 37
91 1610 8
1512 1777 7
822 1113 9
886 675 5
620 740 1
1387 1913 2
35 10 14
1866 825 37
1738 348 4
1573 746 37
1078 1797 31
1188 638 24
400 739 14
858 1857 33
930 69 18
489 1579 33
107 190 45
1928 1248 2
1539 1760 14
1199 1718 24
987 1073 34
1963 869 27
72 544 37
1436 1459 7
1504 148 10
496 1877 30
162 360 39
550 1221 32
1174 926 15
1700 172 21
906 176 42
18 1028 4
967 1775 48
1440 1077 34
823 1510 40
29 1993 16
956 315 14
148 1005 28
1966 1325 3
1036 387 4
1534 1475 1
1319 1747 6
1236 1243 8
1840 1513 48
1369 1885 6
509 1710 27
1371 1813 3
1591 751 25
1603 1430 37
1253 66 39
1885 179 42
784 1543 1
208 220 41
1631 553 18
427 1439 6
249 163 46
759 760 38
1657 1520 19
1336 711 11
1358 134 6
277 1043 9
1817 452 37
1373 1123 15
434 1147 25
440 7 39
1984 406 47
1155 920 21
1783 209 4
1482 1172 41
1194 645 49
954 109 3
1353 1502 38
84 25 21
424 1412 29
1396 1948 32
1646 94 18
320 1001 9
830 990 19
1736 1834 22
1643 188 37
99 1153 31
988 547 24
1093 624 2
1514 378 32
1553 1521 23
367 231 7
631 1053 43
410 1934 28
1097 816 19
1557 827 39
1645 744 37
72 1697 30
0 209 40
828 1221 17
1273 176 15
1031 1595 44
827 767 3
1254 756 23
1136 677 44
1848 1015 40
55 1340 7
1110 1384 28
1982 970 18
664 831 35
361 520 47
913 734 49
1411 1987 21
1580 1263 3
904 478 36
375 1767 22
1079 1000 24
1267 494 12
1657 453 13
1943 1018 48
654 755 27
1997 1891 43
1340 1717 34
348 560 38
980 1991 31
1078 339 2
782 138 30
813 736 23
1840 1745 39
1961 759 42
219 1146 26
20 452 25
454 1246 38
935 1086 2
1555 834 8
245 1304 19
1308 683 33
1826 1648 47
144 1896 47
1060 1055 42
707 362 48
943 639 1
413 833 6
774 1561 39
1981 643 40
635 1851 16
231 1135 36
1004 414 17
705 394 1
657 1972 25
1476 169 32
1539 1692 17
88 1112 26
1181 1893 40
831 1182 19
616 1776 35
842 1558 33
1559 24 43
342 765 17
62 1930 45
883 369 7
1256 1040 15
760 466 12
993 1095 1
897 1295 11
1172 848 23
233 1313 23
1723 675 7
326 1933 40
1539 644 42
1924 1203 41
676 672 28
652 596 8
1136 278 13
1390 1208 11
1616 930 11
334 963 36
1305 859 43
383 1204 25
348 696 7
1838 1033 9
1948 1537 46
1632 1467 9
717 786 25
388 605 14
225 411 35
858 1072 43
1361 682 41
201 1424 9
886 1403 23
868 1993 19
151 1077 47
34 5 29
1378 1531 33
1493 1338 15
251 1771 45
103 272 12
24 339 4
201 671 29
1943 545 39
1494 834 1
1082 657 34
369 1012 5
809 701 6
356 966 4
1848 1242 6
841 1114 21
800 262 32
1693 55 12
174 61 39
391 523 28
598 1784 21
330 924 18
1280 1799 45
575 1018 34
1111 1306 36
992 1963 43
510 199 30
439 1860 26
1512 1777 21
1560 231 14
148 1038 29
664 1327 31
1580 1851 2
787 602 9
1738 559 36
1218 488 26
804 1902 20
622 1006 25
1716 909 28
1877 5 2
610 487 15
572 1692 34
1397 1328 22
688 1485 43
1372 734 17
1575 1362 47
837 0 14
1409 1257 43
1560 1327 33
1706 1117 21
0 1737 15
45 1722 19
1544 874 20
120 765 14
1026 277 14
1296 834 47
1093 1506 2
918 1366 37
455 1921 38
1664 1492 23
1389 1370 21
12 676 1
1365 1940 3
1645 1133 10
1391 485 40
207 1114 27
1240 1186 21
539 1834 38
261 550 47
1403 1636 27
361 659 49
615 1547 28
1945 1558 31
94 1955 15
1340 162 22
707 763 21
1290 931 28
142 1396 22
1653 961 36
704 1544 3
1454 1869 3
1398 1545 40
1742 1667 2
389 1062 27
465 846 7
573 156 34
1168 1303 3
289 1220 45
1058 715 40
768 444 7
630 1936 37
170 1745 25
1019 1284 20
1765 866 37
1673 1649 17
1269 1694 2
1982 339 48
496 1161 15
822 60 10
844 1415 43
971 19 31
426 1500 40
397 1422 42
1172 385 35
1446 569 26
1956 507 30
1988 1362 12
1409 463 35
1248 1715 31
1300 433 39
1366 1485 40
1868 1075 21
135 414 10
1365 1655 35
1376 77 5
1497 299 22
1617 1390 1
1428 1419 45
1820 1816 12
1202 1299 4
1719 431 3
1851 1623 37
1946 1777 1
223 900 14
107 1335 23
1021 1972 43
498 1916 44
1145 1628 48
864 1073 44
359 821 26
61 1059 46
1556 281 17
1205 323 25
276 870 2
329 135 14
1234 971 18
1715 187 34
832 734 45
487 1629 15
55 1902 8
231 945 16
189 1807 36
1737 1800 48
821 1671 11
175 986 13
1820 470 1
714 1888 9
855 1924 40
1031 660 30
994 1198 3
976 1206 38
379 1291 10
1409 858 4
989 655 9
129 1583 29
110 883 39
1961 1976 30
872 1402 33
750 1852 46
1013 422 7
768 1155 24
1235 733 14
1392 998 16
24 254 32
1976 375 1
1440 1549 6
297 1570 28
1172 188 25
1493 1581 19
1150 1062 25
1070 428 11
207 1960 27
1404 514 18
1940 1286 9
608 1050 19
194 869 13
150 490 11
420 545 43
1192 1540 5
1741 1153 12
705 519 6
1362 1027 27
1407 827 38
316 1878 31
1876 1746 30
1684 814 30
164 1471 23
1051 1428 15
1147 1927 40
783 1500 24
1985 499 38
1285 1176 3
1626 51 47
1422 1261 43
1171 1695 6
662 388 1
718 1111 3
1055 821 24
1891 1546 31
274 931 19
1394 717 38
87 1270 15
68 1425 28
1574 1353 5
216 1867 13
1264 560 25
294 1052 6
1799 1601 48
1999 1083 28
584 1725 46
1576 1191 13
1230 1410 2
931 1011 6
631 1174 38
1409 131 38
1294 576 42
1217 217 8
886 172 26
928 925 39
1721 528 49
1150 53 20
1851 917 18
1763 1938 5
226 142 34
788 12 12
1915 372 8
963 398 20
687 1412 21
1207 387 25
203 816 1
1824 1946 12
1538 435 2
1481 1603 32
1609 659 35
1480 1725 28
75 1306 37
374 903 3
743 1204 47
1837 1051 35
1958 1070 49
310 110 45
921 11 49
1076 1353 7
899 1669 12
336 1360 27
1004 603 39
1789 1803 46
260 722 14
712 1982 41
1633 752 24
1948 1473 4
1993 375 30
331 1529 28
1384 1666 16
1455 1898 13
1179 1378 9
677 1547 11
273 465 47
789 1477 31
1546 733 12
1888 1620 40
1256 559 36
718 1458 15
887 1608 37
293 630 19
1497 856 35
129 1882 12
1922 453 19
548 1774 35
121 1567 11
1338 1135 17
1219 129 25
1962 335 8
62 8 37
1551 388 25
1813 1167 6
132 222 6
212 1636 49
1356 888 10
456 1708 25
1152 323 41
448 1126 48
171 1617 23
768 1744 18
322 171 37
1054 1096 4
1114 96 43
987 1337 9
216 218 43
1482 447 9
748 1438 38
1296 523 18
734 797 38
61 1251 42
1211 1226 16
1441 30 28
1094 1883 12
558 1260 39
764 802 32
1431 1567 40
317 1117 32
785 1929 12
1131 1738 44
1307 793 29
1999 878 42
91 1208 43
1224 1250 34
1620 1160 43
322 372 35
1586 1700 17
1652 90 34
1972 242 34
1729 1687 35
1666 1727 41
1428 412 2
1337 505 1
1551 810 40
149 945 24
1515 1357 1
1089 975 49
1204 1356 17
836 1948 20
1055 1762 42
1776 1001 9
1471 858 1
980 16 48
792 951 36
783 1983 43
1846 776 32
592 417 7
293 812 16
791 1345 32
1496 1606 49
163 707 29
1182 1154 44
481 1165 49
512 230 20
403 1855 13
1908 1589 26
1760 846 16
1229 1703 32
485 1278 24
176 518 31
555 907 7
345 1396 43
939 1924 41
726 1998 42
1634 907 43
1463 68 45
828 1217 23
283 360 41
1787 283 35
1812 1293 12
1246 450 15
1975 1253 2
1721 1423 40
1688 1800 20
1058 559 8
1977 1514 46
114 956 4
249 1803 4
959 1671 7
1062 1530 25
1729 538 25
68 1991 39
1294 1475 46
1039 1124 15
1450 1606 2
1882 1941 45
1561 614 7
1140 1670 15
1374 1851 29
941 777 9
450 1244 35
1973 1549 31
874 190 16
1652 1189 25
1651 78 28
221 199 8
526 1633 29
1229 1746 35
1052 224 12
186 1464 24
1560 1849 32
1994 50 42
1583 403 48
472 377 49
825 480 39
948 1532 11
1288 1036 48
324 422 33
1221 509 28
1466 1643 32
368 405 44
420 1459 26
608 1783 42
1458 1230 49
1057 1836 30
1658 308 6
1680 523 35
1874 656 31
421 1300 49
487 1329 41
956 1334 43
738 1707 9
508 657 35
1538 1449 28
1918 1490 49
1658 228 48
76 95 34
745 910 43
1351 1824 20
957 267 23
834 423 40
511 1429 6
1456 599 12
1276 1968 30
78 1640 38
454 1511 37
1684 1809 39
1550 1381 5
852 1754 21
803 1495 48
1261 548 48
420 557 33
100 708 19
479 111 35
1254 279 48
418 588 13
66 1530 44
1605 481 19
369 1545 3
784 1038 5
1723 1823 13
158 1207 5
763 1885 35
41 160 39
566 1130 11
1063 1024 36
1413 1735 38
1894 1418 13
36 962 18
277 401 39
1186 1478 15
883 690 48
1563 1977 6
127 967 24
1869 1625 7
990 981 46
525 1008 19
1780 441 18
663 38 14
1281 1039 5
1988 780 18
1770 42 7
53 140 11
692 1338 21
309 355 16
1272 1770 15
1704 350 31
704 1282 46
1616 1365 37
1147 677 47
774 681 44
492 204 16
187 710 43
14 1694 35
14 534 42
557 478 22
1246 861 11
660 1377 17
1881 150 22
570 1543 1
1485 1182 30
1684 779 36
94 200 27
1553 883 20
106 1279 24
1191 1647 25
394 1113 34
198 1536 44
1203 1640 26
362 645 48
386 796 28
457 1117 45
138 1567 4
408 850 12
666 1162 38
536 1755 44
415 411 44
1454 365 19
1180 1708 10
882 1159 42
61 725 6
602 1287 44
749 491 21
781 815 41
1002 732 34
1596 758 7
164 397 10
1776 1566 36
244 888 11
816 1830 35
894 176 34
1420 1237 6
931 1546 6
1385 1111 26
23 1036 20
379 925 39
1479 1887 25
1080 1513 31
689 1512 14
965 980 43
1768 933 36
1997 1881 40
690 791 41
1718 1527 5
1939 552 28
1855 1811 13
1518 1886 33
1270 744 22
954 1054 46
42 804 48
1227 1212 36
1627 1132 14
1522 1400 25
1878 790 48
785 552 9
1807 1574 33
1528 1258 40
554 1458 24
301 1623 41
1358 1714 21
934 1689 1
144 598 28
30 1087 14
597 1883 23
486 187 9
463 1004 44
1885 406 37
1709 560 23
1298 1256 44
1544 1736 16
982 200 26
826 1082 34
139 1693 48
1050 1786 32
467 1496 38
611 56 8
1799 1280 47
1284 1753 12
864 1052 48
1066 905 30
12 1751 23
605 1312 26
1156 1236 40
1757 1197 17
479 1907 40
1648 1203 20
1546 1218 31
267 1142 22
56 926 41
1781 1483 4
1213 1396 29
678 809 44
1112 176 34
1991 1214 5
572 1575 5
1929 1360 40
548 550 43
120 427 5
1886 536 29
965 511 25
1846 1774 13
412 853 6
1405 301 12
1423 1091 32
481 1595 38
1920 681 33
1592 1237 8
427 479 46
928 1248 49
473 1281 31
376 1389 20
1048 846 14
214 227 24
1729 140 7
766 917 44
399 691 37
245 1649 4
1395 732 40
1279 1697 17
1442 1399 39
479 874 19
1536 189 47
942 869 8
56 337 33
603 1682 32
1637 1121 45
662 1754 6
1156 1 23
335 1857 25
607 1768 41
1345 1514 14
607 520 2
771 569 7
93 883 42
740 1889 49
844 1150 11
1526 1123 16
314 1036 20
577 175 22
1106 639 30
58 1899 19
993 1599 38
1310 1253 13
841 1653 44
1734 1997 9
478 685 44
760 819 8
1751 591 49
1024 928 30
336 1648 1
711 1532 15
1302 62 37
265 1841 24
1801 1437 35
190 778 27
1725 1180 41
1121 433 3
7 1943 24
17 359 19
650 131 36
1809 192 25
946 498 26
1660 1867 29
461 701 25
1802 627 21
1281 1415 33
1897 223 25
1018 1631 5
1182 1959 11
1616 1106 44
591 386 5
1323 1601 10
1226 658 30
1533 877 32
1549 1730 33
1465 964 11
1649 689 19
1225 1773 6
1951 1411 46
93 1828 47
1589 386 40
786 599 37
759 881 49
1592 1543 30
690 120 33
1644 1831 6
1892 826 16
1172 1495 37
1243 729 27
282 638 45
790 1736 8
819 1906 22
449 835 49
743 223 23
1085 1920 21
1033 908 24
943 1745 5
1478 622 7
1858 406 14
1630 1765 46
84 700 26
1485 1896 5
482 1194 3
1417 2 37
26 163 22
667 554 44
927 1206 39
882 1603 39
1302 989 4
1088 1055 10
1451 113 37
834 271 5
1336 1120 2
121 1876 7
1235 671 14
1195 669 42
1696 1779 38
370 108 10
1718 962 1
962 1421 30
1798 204 16
1412 1301 34
1775 1563 24
325 1134 21
1575 1143 23
1899 37 33
1854 68 35
488 1714 8
1404 907 8
1155 418 20
1874 982 40
1930 1942 42
318 1676 14
818 941 4
1628 1258 38
1169 1673 25
747 1376 11
754 190 16
332 1176 41
28 1045 46
1973 873 42
385 1478 35
1985 1541 22
1821 1635 14
922 1303 24
635 1487 14
1518 234 5
1302 804 12
1587 1843 32
164 1415 43
1615 1271 12
703 1452 44
1743 1649 49
1250 98 24
1948 1344 8
1150 1634 37
882 657 8
1149 1422 1
1752 395 15
1742 152 45
1020 196 18
956 988 36
1262 500 18
555 436 18
1447 1674 27
1414 482 35
1970 1094 19
274 123 30
630 1825 17
387 1648 34
1831 1108 33
1308 526 3
1519 729 27
686 295 23
182 1724 48
625 1286 37
331 588 49
1937 1939 35
384 586 3
1811 959 37
0 342 30
1639 1980 48
901 941 28
837 172 40
451 1498 20
329 485 21
572 552 38
1180 169 16
1128 433 16
1627 810 25
1302 1719 16
1045 1233 16
901 1183 4
151 459 48
892 1516 7
231 646 27
1303 1102 2
271 1529 34
257 539 38
1086 936 40
1907 1358 17
1478 1597 2
916 1760 37
1501 1473 3
1229 488 27
1459 1168 47
533 866 29
1011 1271 2
1125 274 3
1940 501 31
1013 1695 11
325 605 28
1242 1729 37
34 1472 17
1481 21 38
8 1650 44
1445 1470 46
1099 1841 30
1100 742 48
295 320 16
1707 123 42
1334 1558 30
321 351 32
1633 860 22
1604 1150 19
118 349 9
1136 122 26
389 1115 26
340 944 14
1431 879 5
1827 1142 37
1708 1449 21
446 455 9
1780 1464 33
1111 1032 45
929 118 2
1295 186 22
1424 1947 36
1185 259 47
627 217 4
472 346 45
1061 1996 23
205 1930 33
248 700 19
159 295 8
669 1 8
986 466 27
206 1781 15
6 978 2
134 70 33
1193 112 20
1635 895 11
1633 1268 26
690 1865 25
1990 915 44
1309 1769 15
994 1767 41
1698 260 17
278 393 48
958 1790 17
428 780 30
351 897 28
356 1447 11
0 60 48
1670 1136 43
212 665 34
1164 1637 11
115 764 15
76 250 30
1148 632 39
451 93 28
1937 476 18
95 58 9
745 326 39
174 1160 21
1133 263 12
1262 1829 23
1456 107 24
666 1478 1
282 320 11
1339 1022 15
1212 901 20
1170 1661 9
8 1877 40
1296 1224 12
1493 1339 13
934 127 6
626 574 38
568 816 11
1624 1159 14
1795 1219 46
951 40 1
691 1292 3
223 165 41
552 1227 20
1381 747 1
30 1820 27
1580 1814 42
417 707 16
326 1908 21
1968 1677 25
1948 800 48
567 1729 21
492 1189 21
356 121 13
1928 9 9
317 957 28
61 470 2
634 1604 49
881 473 16
590 1259 24
244 6 14
225 1741 31
1799 377 9
1922 1081 30
544 1025 13
1588 1468 45
667 337 28
956 1653 9
1815 1579 9
563 380 31
1189 375 49
1164 1195 41
606 1660 1
926 1476 20
1363 539 33
1173 779 11
1501 1575 27
283 158 10
1126 1257 43
1359 464 24
569 188 30
1057 1149 38
1943 1637 8
710 1766 39
1744 1293 36
1822 1175 8
1191 74 40
1022 399 1
1938 1379 29
614 1598 18
1544 466 37
1011 805 19
264 77 26
1920 1282 38
1122 625 11
817 1500 28
405 788 48
1973 1287 1
1757 761 25
1002 1322 8
1488 209 49
680 1072 21
1144 611 22
1399 743 36
372 1244 35
1538 1514 43
1010 1687 38
1869 1070 15
1201 608 32
1229 303 44
798 1383 10
397 903 40
278 167 6
1950 801 37
1577 1579 12
1101 1181 40
37 1382 15
438 199 16
844 451 41
1722 1135 43
1107 1770 14
1368 55 5
1701 1262 34
838 1004 11
1028 1664 33
1876 1067 9
1920 850 20
1684 809 25
580 1704 5
1009 625 42
888 1043 38
530 1342 17
1998 384 12
554 1729 8
1094 292 29
330 124 46
561 1055 27
176 432 9
1835 965 11
1189 689 16
1509 1525 43
415 387 48
1581 1085 39
1351 483 42
725 728 41
257 797 30
588 1614 7
1803 29 34
504 1801 16
756 1425 27
1180 468 10
474 39 42
1653 1797 42
620 883 18
1826 1301 3
1971 1729 14
382 827 35
295 1498 7
1571 1510 39
1412 660 24
1847 1967 15
1570 1768 14
1952 1997 37
1067 330 24
304 565 35
1835 1033 41
765 378 26
1884 59 46
1182 1253 1
1018 1182 48
1095 1629 37
1350 1610 3
903 148 49
1803 123 32
1157 1155 14
1200 1205 36
460 831 25
333 1545 48
1562 692 29
1320 948 37
1077 1623 13
90 542 47
775 96 41
282 617 18
849 290 22
867 439 8
1107 1264 1
422 1614 18
971 1833 40
933 82 26
1863 579 39
70 1926 18
1597 1081 45
1628 1090 16
1413 1379 12
1714 1651 44
1675 761 42
696 1093 33
231 1343 38
1185 1662 22
6 975 9
696 631 3
1322 462 24
1476 1509 30
1600 1510 28
528 446 1
803 995 36
633 1829 1
265 163 17
1711 1781 6
880 222 34
1817 1076 20
1465 1603 43
897 1326 12
772 1162 42
977 505 27
961 754 39
1630 1889 15
1862 769 21
738 451 43
558 1453 43
1390 838 13
1976 347 43
1615 825 47
1070 908 23
629 1430 3
646 746 43
1282 1768 41
130 1183 48
1054 537 20
1377 262 41
340 619 28
1663 1222 48
1807 236 18
159 1211 19
206 1096 8
1510 1368 28
1631 306 10
1550 1789 21
221 268 42
1013 345 35
1237 21 23
1739 1189 5
53 1950 11
1820 139 6
1948 799 46
757 442 32
1507 1214 42
1479 535 41
793 1872 22
114 453 35
1303 1856 19
512 182 4
1858 1454 16
165 884 41
96 1919 31
1121 1088 42
837 1944 35
22 1295 43
228 1607 32
1494 1090 6
1369 651 4
1780 555 49
1079 1233 46
550 1695 27
180 304 7
1282 1124 42
650 732 27
1342 244 38
1509 878 3
1294 1956 35
1822 410 6
1141 1078 15
850 1070 38
349 711 34
519 590 8
410 877 39
408 1140 19
1235 1750 16
676 574 7
1126 307 16
512 1847 21
1887 560 1
1223 1489 43
923 819 32
1506 943 20
585 395 34
573 1215 6
1224 937 31
611 1570 14
1636 1038 10
1967 305 30
1852 1780 38
812 1945 9
1804 825 20
242 70 37
1837 413 13
1215 497 38
515 266 32
85 1324 38
1417 958 1
1557 1241 27
247 1648 34
426 1561 32
623 1814 30
1653 128 9
217 46 44
1915 1681 42
255 1516 39
526 793 18
216 323 29
1177 176 11
328 690 40
1047 1135 40
326 1428 20
1821 507 7
1525 533 43
764 1703 10
1481 1899 44
143 749 40
177 476 7
1363 1339 10
800 287 19
298 525 47
1675 1562 17
1472 1916 27
467 1882 17
1708 1527 48
642 1504 18
1162 60 8
250 730 46
415 586 31
410 227 45
1677 342 35
147 409 23
750 1215 13
493 381 24
1452 33 37
979 1240 47
411 1047 18
317 1265 33
351 303 29
135 422 21
349 1706 4
46 1734 43
1030 1146 39
728 308 14
866 1468 29
