400 5000
119 374 21
21 282 10
4 66 27
224 373 11
375 302 46
285 145 47
179 34 23
31 35 30
262 61 5
84 190 11
370 299 1
308 327 3
218 290 43
281 330 47
305 255 13
138 13 5
49 257 29
348 105 30
201 176 11
314 265 1
168 7 44
40 65 23
203 30 47
369 151 41
47 0 22
384 22 29
392 246 11
330 115 43
79 107 24
7 9 12
295 40 27
252 313 21
113 86 13
180 300 49
348 287 24
114 397 35
263 206 39
230 285 18
358 152 12
102 59 45
303 31 34
134 332 26
202 8 38
318 157 23
102 165 26
131 372 35
29 165 12
348 27 33
398 176 30
289 330 8
354 351 21
345 90 34
258 174 30
82 316 18
319 127 48
380 292 21
280 128 6
355 224 34
66 97 17
187 220 18
381 26 15
221 141 6
301 98 2
13 238 15
131 285 31
335 138 42
93 264 43
184 30 39
329 243 12
311 296 33
86 37 3
179 87 6
15 246 44
149 90 47
202 265 41
143 81 2
63 128 43
310 323 4
83 278 7
156 222 2
395 62 32
359 154 9
140 31 38
71 354 18
394 362 5
109 355 36
78 98 31
212 13 48
102 12 42
326 14 15
389 307 18
107 141 24
341 228 31
9 86 7
279 176 42
124 236 34
336 134 23
169 242 22
378 126 7
164 200 18
171 368 36
53 320 38
389 205 49
55 277 3
122 122 40
384 118 44
386 14 49
105 385 26
4 229 37
190 205 5
397 272 46
24 37 29
47 11 37
391 92 35
179 246 10
130 256 33
88 74 17
218 62 3
239 288 42
253 39 47
149 347 15
273 307 2
113 31 40
98 244 16
44 6 35
229 320 20
199 182 28
222 177 44
336 149 14
129 218 33
36 229 23
23 75 21
292 132 26
164 301 26
20 354 2
199 83 44
234 365 39
77 176 34
37 115 23
81 80 47
385 276 33
66 245 28
175 223 19
39 349 46
356 162 38
181 218 16
373 159 6
155 380 35
7 243 6
45 130 16
322 396 1
73 143 10
242 239 43
76 28 2
398 105 25
359 148 49
287 120 46
343 385 24
276 78 22
281 180 31
101 24 1
380 251 17
85 290 25
9 281 32
397 96 45
377 246 14
131 146 4
303 265 12
247 328 12
28 97 12
261 44 19
101 209 6
75 306 43
260 322 32
305 120 17
253 383 19
244 176 43
291 345 47
315 1 8
149 181 33
348 87 20
388 52 5
168 378 38
191 296 43
132 138 5
129 138 28
257 141 4
383 65 14
152 162 30
171 76 11
336 321 25
102 52 18
243 1 18
346 293 42
361 257 48
368 279 22
234 8 42
279 105 28
64 78 26
306 187 25
340 392 16
29 373 14
77 349 42
45 62 41
72 65 47
178 103 12
394 373 34
140 249 13
315 180 34
326 18 46
164 299 21
96 298 46
304 48 33
184 127 20
185 29 39
105 270 30
391 386 31
94 383 15
390 309 16
6 213 38
157 338 7
283 340 9
94 126 21
147 0 21
320 139 1
62 247 39
119 105 20
288 172 26
248 93 18
201 292 11
258 310 7
309 70 25
396 384 6
160 102 16
97 113 7
16 61 1
48 149 34
49 171 19
161 378 47
288 117 21
291 72 7
139 390 16
194 312 9
161 175 29
59 257 5
314 137 47
15 384 10
256 26 24
319 299 32
43 56 12
315 125 17
152 4 47
94 18 8
329 115 42
55 213 41
328 339 29
40 42 33
309 232 26
309 321 11
212 187 10
391 280 31
14 395 40
122 301 16
191 137 27
5 201 43
245 112 40
265 147 7
117 244 13
190 137 10
391 303 6
205 183 24
369 287 49
394 157 49
239 249 2
37 168 44
250 297 27
56 174 11
216 362 49
119 274 21
268 333 24
86 287 43
161 145 45
113 235 35
1 289 47
181 115 8
68 295 12
148 194 6
279 290 32
322 355 13
277 343 7
392 328 45
257 227 30
364 215 37
156 287 48
166 141 11
286 208 10
343 72 18
399 92 45
49 71 3
272 385 32
227 203 17
299 368 38
300 376 11
287 173 13
255 111 19
156 386 9
141 71 38
253 132 49
220 399 9
251 50 35
93 79 13
151 173 32
149 132 14
362 246 27
74 353 41
19 291 16
394 341 38
74 389 2
222 71 24
52 134 10
255 255 41
385 95 38
212 250 4
2 173 15
28 242 46
173 89 19
392 390 5
166 97 23
381 178 4
390 393 14
98 189 16
389 230 28
116 118 28
318 217 40
69 389 36
170 163 31
370 359 18
156 326 8
133 397 32
44 147 15
34 256 13
3 377 22
102 44 31
279 379 38
171 252 49
121 330 49
371 60 8
205 274 27
186 241 49
291 221 43
142 153 41
14 362 43
194 246 23
41 89 1
240 147 25
29 266 14
331 335 28
273 245 4
136 149 18
386 250 48
387 130 38
263 263 10
199 150 27
375 137 16
60 349 42
21 262 18
249 161 16
197 374 36
98 61 46
311 224 5
32 93 45
6 125 19
382 153 46
112 26 20
303 317 41
15 184 4
58 145 44
95 93 10
326 21 31
66 24 41
240 19 35
10 195 43
252 320 37
45 175 27
11 64 4
145 345 25
280 201 37
358 359 19
70 223 47
144 38 30
86 95 41
257 83 22
265 287 29
394 96 16
285 288 45
362 261 49
372 381 48
173 359 13
236 145 12
347 313 35
216 101 43
392 306 27
98 87 49
106 277 44
6 155 1
357 197 26
260 330 45
279 53 17
291 201 48
395 146 45
100 45 48
132 320 37
13 225 7
261 41 14
123 168 4
266 301 24
273 230 20
7 177 24
36 148 19
292 181 32
100 207 39
301 205 8
53 43 35
181 308 30
353 342 4
212 284 49
111 258 15
287 54 21
279 25 28
179 261 18
276 56 11
69 280 7
315 115 31
203 69 9
356 10 30
397 316 19
218 229 28
189 381 32
195 294 14
151 318 15
284 390 30
58 49 21
364 86 16
149 309 19
396 20 20
114 36 15
163 11 32
15 196 3
169 364 27
328 182 5
305 259 30
245 148 49
194 259 45
286 98 47
54 93 8
217 99 41
201 239 20
3 323 32
229 356 25
353 73 36
115 204 12
293 43 16
353 238 23
60 330 44
84 238 5
361 5 7
258 344 27
161 109 47
370 29 49
301 328 19
46 47 38
137 216 28
304 371 23
302 283 40
213 347 38
98 194 17
210 114 42
281 135 38
312 298 28
129 188 3
104 10 10
345 172 35
25 251 31
247 28 38
224 359 25
71 223 15
177 119 3
272 186 10
200 195 38
365 217 38
235 219 13
362 316 36
10 338 41
236 78 14
60 288 26
124 34 35
299 89 47
58 327 36
171 394 22
135 213 9
65 249 35
144 13 34
278 200 27
274 258 17
17 395 33
376 104 36
310 145 4
233 325 46
115 232 9
364 316 47
148 171 9
169 338 37
370 299 21
223 0 41
139 328 22
256 80 9
263 324 2
225 196 32
222 73 33
4 306 19
118 87 16
291 297 49
182 121 13
122 201 30
38 18 42
377 71 5
99 218 40
326 58 19
37 357 26
36 42 41
372 28 3
323 76 38
351 287 32
77 349 16
183 101 34
375 186 44
319 335 46
98 294 45
94 7 47
350 207 5
20 232 14
249 191 17
373 373 25
137 352 35
67 302 11
125 373 25
204 252 44
128 387 19
81 38 38
151 245 41
145 228 3
208 34 41
371 119 5
44 232 8
307 179 36
258 360 35
257 384 16
130 223 27
147 325 12
119 274 28
123 276 1
314 277 23
235 246 8
59 397 12
138 300 30
243 18 42
313 170 39
225 202 44
53 301 27
266 32 26
252 280 16
56 50 11
45 186 34
210 123 33
363 355 24
299 69 1
67 343 3
302 4 7
218 202 5
391 162 1
373 176 11
83 1 36
210 359 44
349 91 25
208 198 17
142 331 27
86 170 39
321 359 38
247 59 29
287 372 8
187 95 17
365 183 29
28 261 31
237 390 43
359 342 14
334 82 13
318 133 10
342 221 37
188 371 21
361 394 42
354 375 25
91 140 10
31 168 15
228 376 28
391 144 45
383 348 23
390 290 9
336 300 6
46 54 49
29 368 14
166 304 43
4 197 9
199 211 14
9 172 27
218 58 23
315 211 27
17 166 40
362 262 32
9 50 1
39 9 17
225 372 9
111 168 23
253 136 12
124 389 33
117 114 16
173 135 25
206 382 26
108 309 43
329 235 28
315 329 30
251 342 26
165 60 49
88 7 15
138 199 8
19 368 28
102 268 28
34 105 2
39 324 22
367 101 2
266 214 1
187 324 44
152 50 37
218 274 23
84 281 24
248 283 8
60 102 18
30 190 43
188 14 45
145 253 28
83 271 16
383 398 36
8 27 48
68 101 11
5 371 40
96 240 48
251 49 4
15 252 41
327 173 14
248 66 43
175 190 10
72 166 34
184 271 33
309 209 18
99 168 32
52 239 32
131 287 45
380 81 23
388 72 5
143 145 8
164 221 25
357 305 16
168 172 23
17 148 38
333 284 5
369 217 15
335 359 41
376 120 42
131 205 13
217 68 30
136 33 38
257 75 31
179 7 7
298 72 24
142 390 2
251 124 9
347 19 22
186 136 32
374 19 21
102 317 44
319 315 9
371 196 5
181 108 48
102 359 30
216 348 46
328 357 1
139 193 13
317 316 17
168 92 12
190 242 5
333 65 34
161 147 46
369 19 27
102 182 2
133 146 13
38 50 15
276 236 6
375 361 10
360 356 22
137 200 47
5 254 11
307 346 34
186 395 45
177 215 48
56 373 44
114 367 12
87 56 40
275 303 38
201 186 48
144 270 23
87 278 2
135 297 15
183 71 6
23 288 7
303 155 35
176 384 3
175 115 19
116 99 49
182 151 39
264 170 6
229 399 28
298 194 26
323 224 48
131 43 27
190 67 25
47 55 42
102 227 19
394 96 27
202 212 42
227 393 35
214 348 20
261 137 45
32 152 46
101 1 26
126 7 37
216 270 31
366 316 46
334 168 39
303 181 5
92 284 10
217 282 24
311 165 13
128 13 41
315 352 38
308 69 2
5 175 27
84 98 25
80 22 7
106 131 34
176 371 17
133 56 21
189 276 49
288 376 25
65 172 38
150 15 31
11 255 11
124 172 2
378 358 39
363 8 24
109 363 34
375 17 28
381 325 46
219 298 43
382 34 46
29 17 14
132 61 20
212 156 42
135 256 43
197 164 7
327 40 25
124 28 47
121 362 41
85 110 34
122 236 43
196 170 12
39 56 32
7 84 26
341 83 26
138 388 34
2 228 3
364 146 21
359 304 5
226 243 49
188 35 25
353 306 10
99 113 14
156 182 18
372 217 16
92 51 22
202 206 3
66 165 48
332 358 40
86 290 24
243 359 6
313 255 23
25 258 6
78 70 45
252 358 27
45 173 41
142 305 17
386 313 1
94 264 27
328 265 14
99 209 17
135 323 33
284 244 18
357 305 13
47 267 45
78 81 16
226 351 24
136 330 13
395 79 19
145 100 1
343 367 2
352 183 40
158 286 30
79 382 20
167 279 39
53 385 13
335 194 13
123 37 47
388 131 29
150 324 21
91 367 32
251 177 34
178 341 6
113 109 44
258 183 14
202 14 6
342 166 40
316 279 48
287 314 11
320 42 37
70 48 45
101 357 23
303 183 21
121 272 22
386 86 11
84 202 40
16 8 44
234 384 37
51 294 26
107 19 48
41 323 13
163 181 29
176 96 47
83 256 39
159 312 43
27 250 7
228 94 35
124 72 31
23 302 25
144 232 41
208 371 39
147 87 8
265 271 3
299 246 47
45 315 39
37 134 41
376 225 40
287 15 1
395 73 30
370 133 37
217 268 46
149 169 40
116 241 30
297 329 49
289 195 22
49 357 44
272 91 15
108 98 48
340 78 26
276 253 43
216 216 13
307 83 19
92 237 24
309 240 10
60 52 19
306 219 21
58 42 11
186 78 41
333 70 13
335 46 20
15 134 20
398 53 49
59 373 35
176 355 6
18 8 18
366 180 31
215 51 19
17 46 16
34 182 44
336 163 37
62 13 22
398 53 40
155 359 24
227 131 46
317 219 25
161 61 11
392 55 16
221 0 35
138 294 29
31 119 41
282 332 21
90 324 31
339 147 45
379 99 43
109 150 42
273 122 34
249 52 37
83 202 30
259 267 22
230 175 14
63 21 45
343 164 38
165 56 8
86 285 43
268 287 43
326 321 47
357 57 37
75 316 15
187 231 43
162 36 7
98 11 38
65 56 6
239 301 13
5 257 12
192 69 29
118 282 43
213 95 22
360 240 49
208 160 13
399 209 35
99 189 9
112 135 15
51 43 24
315 311 17
364 147 4
346 24 43
369 43 16
334 19 5
151 219 27
286 161 9
135 98 38
241 126 33
112 189 28
134 138 1
81 213 22
112 57 37
78 293 40
213 337 38
341 258 44
27 92 23
138 113 24
110 318 19
95 278 30
25 204 49
22 188 14
322 350 36
323 281 45
165 252 24
163 207 14
108 194 34
326 338 43
244 312 14
396 136 6
93 184 10
210 308 35
380 110 40
228 25 12
180 140 42
85 323 39
297 231 10
304 47 10
258 320 9
127 273 41
273 388 20
270 12 47
305 271 4
227 280 22
336 125 30
122 81 49
193 258 49
46 162 35
112 319 36
63 102 20
171 232 44
355 238 31
265 302 41
170 266 25
368 377 16
250 225 33
2 349 35
138 21 47
301 391 49
247 224 42
11 345 49
261 92 16
79 327 15
211 315 14
155 244 34
196 304 2
176 112 15
169 144 10
136 137 14
183 292 30
49 229 31
386 230 8
207 391 21
157 244 20
366 127 3
394 330 17
159 375 8
294 110 19
358 190 38
173 244 30
241 27 12
256 116 24
349 194 25
96 235 39
128 222 44
328 172 31
374 281 43
63 65 33
128 245 13
285 321 27
383 249 39
368 374 38
207 222 17
49 145 19
346 37 44
177 336 3
379 233 17
169 237 14
343 218 39
162 153 15
238 128 16
375 191 42
121 294 35
310 273 34
231 239 6
361 333 16
126 53 41
170 399 15
366 270 9
37 155 32
369 343 40
184 249 5
169 230 48
310 6 49
369 68 48
334 333 49
232 345 45
153 19 11
335 78 10
3 397 40
298 131 41
326 165 34
269 388 25
179 91 3
225 59 28
325 325 9
359 306 8
350 243 46
377 154 7
246 91 31
202 236 45
322 328 21
163 178 15
382 319 24
101 10 41
0 276 3
49 83 30
250 48 25
26 184 14
10 222 32
188 42 45
336 352 24
222 178 5
198 218 2
337 47 34
96 191 15
397 142 2
115 142 38
105 302 2
387 67 31
182 259 32
363 200 21
131 201 32
340 304 21
269 4 13
148 109 16
39 388 28
114 209 34
219 392 31
0 264 14
275 317 34
151 272 21
244 347 28
299 157 39
216 232 25
390 282 33
219 56 3
48 397 14
107 303 7
245 368 24
80 126 37
185 195 48
312 134 34
376 55 22
144 174 21
5 251 39
370 95 39
79 87 25
81 30 37
360 110 43
264 315 36
321 33 6
272 85 39
250 190 10
155 13 21
178 362 10
366 177 46
60 53 46
179 16 23
256 394 22
12 293 17
100 289 33
208 270 31
184 158 14
284 113 24
141 145 29
247 363 38
88 368 36
369 211 3
40 64 30
156 364 33
93 243 46
162 339 48
273 189 25
272 32 14
260 206 48
188 357 25
376 202 7
208 269 8
337 186 22
128 186 37
372 23 30
287 103 40
210 363 39
117 278 9
290 187 18
330 87 43
115 284 36
239 293 4
252 52 26
67 285 29
51 318 42
268 349 27
262 143 14
47 361 21
270 196 49
138 252 2
364 58 49
28 49 18
86 56 14
136 308 47
123 330 6
66 144 49
193 209 36
183 52 21
314 79 19
14 38 16
201 237 27
2 250 48
31 240 45
82 259 24
203 380 4
77 398 7
351 61 30
395 228 7
337 240 3
337 187 8
175 103 42
240 328 48
49 118 16
242 100 34
280 284 17
53 200 34
152 228 3
71 89 43
391 85 11
149 19 47
89 273 11
252 231 28
365 332 16
111 23 1
343 43 43
127 137 14
206 44 8
17 211 25
271 370 26
299 109 30
8 277 40
70 386 1
282 176 14
132 170 48
11 381 36
195 91 16
335 151 24
65 396 15
327 241 22
116 141 24
300 12 12
281 1 29
129 200 20
277 374 23
357 270 12
172 249 48
105 209 8
9 276 3
106 4 17
157 299 47
48 139 47
53 129 36
28 201 26
181 240 7
12 124 48
322 133 44
98 253 37
12 230 32
120 275 18
387 172 28
367 293 41
10 328 34
12 252 32
364 305 35
266 248 10
42 102 5
88 26 33
51 70 25
252 82 27
301 195 13
110 251 25
175 290 36
81 57 4
352 287 20
113 321 33
2 267 18
129 318 44
360 11 15
60 10 25
242 147 13
94 317 44
124 130 39
259 6 21
306 198 7
107 238 36
198 394 36
301 137 13
80 141 24
225 282 44
62 47 2
218 274 49
310 161 4
372 127 4
399 100 8
41 203 29
210 261 9
172 167 22
124 56 37
221 176 20
247 389 45
118 163 32
140 286 35
14 393 8
60 107 7
336 378 16
316 297 20
124 177 5
78 229 20
363 276 20
50 74 12
261 35 40
152 384 44
49 346 29
381 104 4
338 383 8
23 21 35
97 389 45
99 214 17
393 371 6
310 178 20
395 33 24
358 340 23
106 114 40
322 349 43
343 196 21
341 180 43
5 72 42
42 79 17
281 108 16
26 166 15
379 82 41
13 21 32
25 264 22
56 111 17
8 316 5
28 3 2
376 221 31
329 244 8
218 227 6
113 225 30
85 277 23
98 151 5
139 322 45
198 381 25
274 247 1
86 355 8
303 34 8
113 125 12
304 225 28
256 156 18
335 23 4
58 242 45
314 179 25
270 215 8
205 189 1
291 255 43
181 300 26
344 42 47
51 51 47
47 257 43
388 251 12
204 25 6
150 99 49
126 296 46
394 367 8
307 193 1
272 398 37
226 1 25
21 310 25
311 308 11
4 220 28
352 163 47
211 367 10
363 25 6
320 139 43
350 305 9
67 290 8
46 370 45
58 396 43
211 316 45
79 256 24
15 61 24
120 256 25
200 380 18
204 76 22
260 331 22
340 378 36
178 73 45
98 158 3
376 368 18
208 31 13
236 72 2
150 55 39
104 39 1
90 395 6
216 281 3
326 219 42
272 93 41
380 292 2
348 330 3
350 18 29
162 76 2
29 348 45
308 324 44
358 243 5
175 31 33
397 206 4
25 348 20
361 348 41
250 353 19
374 179 22
304 240 23
29 164 34
118 211 16
204 26 29
173 345 12
348 231 42
43 85 34
19 146 23
120 369 9
273 345 38
155 261 18
264 274 29
308 105 27
319 241 12
347 3 1
65 104 32
385 115 35
86 361 30
155 397 15
298 394 37
335 244 28
35 280 33
230 7 22
302 336 26
73 149 13
23 180 7
80 397 28
321 225 30
143 71 31
117 79 5
348 1 36
375 315 30
335 244 13
126 26 33
111 390 5
383 22 31
140 116 16
84 111 34
385 53 28
332 182 45
92 225 5
101 49 29
133 49 20
289 27 35
337 300 22
246 272 37
181 270 2
285 214 41
305 52 45
255 131 14
84 144 25
381 123 45
27 385 43
26 92 3
58 173 20
70 63 40
250 79 2
343 103 34
162 326 10
71 396 37
163 222 27
230 216 35
187 277 44
207 80 41
57 345 46
93 396 5
263 251 49
110 289 10
207 134 16
310 379 31
399 261 30
103 131 46
142 74 48
224 398 21
66 368 47
336 197 27
391 347 49
81 286 49
344 96 3
319 82 41
287 357 6
378 159 35
335 15 22
133 12 47
237 166 19
289 165 25
195 152 29
0 172 25
148 377 4
285 356 21
136 221 36
134 179 9
380 318 29
377 342 9
266 46 6
172 358 48
26 357 38
98 172 1
67 256 39
121 268 17
385 392 4
357 199 25
345 349 24
368 289 18
230 166 22
179 335 32
379 286 11
161 232 32
233 321 23
81 41 34
142 88 46
328 159 44
205 263 12
189 196 37
338 128 40
9 176 8
363 131 9
62 359 38
75 236 13
2 38 6
354 381 15
194 208 4
167 375 45
79 179 34
231 25 9
346 241 46
295 210 27
396 373 32
360 149 39
210 349 7
40 385 17
235 155 36
155 275 4
233 286 48
82 261 38
71 129 48
191 25 33
108 70 2
20 128 24
310 350 14
132 193 25
208 187 24
356 225 11
381 399 31
332 46 19
386 265 39
157 345 1
106 316 13
55 301 10
342 290 27
121 172 11
399 175 34
234 288 30
37 45 36
305 37 19
155 59 14
293 18 44
137 271 48
250 69 31
323 140 19
388 64 42
302 201 5
254 85 35
196 230 33
100 316 42
384 99 23
287 147 11
227 36 49
390 274 36
299 152 38
211 183 29
291 336 6
255 288 25
341 164 42
343 72 48
292 137 19
264 113 4
303 247 8
188 319 47
96 273 5
184 130 38
214 292 44
90 263 30
256 51 36
319 159 26
264 73 20
329 242 27
232 34 38
142 201 37
80 69 44
150 398 33
235 333 1
37 173 33
210 375 42
34 79 23
13 218 23
227 249 38
310 30 21
36 42 49
255 388 10
154 387 6
87 160 23
54 120 24
71 272 27
203 116 3
142 65 47
208 167 4
36 59 3
203 82 19
326 272 12
48 64 37
16 283 44
99 66 48
319 195 43
47 95 14
85 350 24
274 373 35
259 202 11
50 142 8
351 67 37
328 191 20
49 6 14
298 362 3
119 316 40
41 16 21
297 71 46
156 81 16
229 259 35
187 208 30
227 364 2
200 278 4
363 194 39
31 337 20
389 219 15
15 54 47
92 261 14
126 103 31
354 64 8
135 76 18
69 259 19
8 294 35
288 209 42
341 1 19
300 48 27
279 320 38
263 15 1
189 171 12
33 167 33
199 282 4
320 299 31
121 184 16
394 46 22
384 30 1
152 288 25
386 350 17
276 57 13
394 372 6
154 49 2
87 384 44
53 113 22
214 239 3
389 131 9
223 182 2
348 162 3
275 78 38
71 334 35
167 277 31
181 11 28
74 344 5
391 81 17
13 357 46
212 64 10
143 84 34
276 191 27
324 333 32
274 141 47
122 220 22
314 263 32
348 215 18
133 294 13
173 167 46
148 119 4
312 363 27
150 345 11
3 179 46
142 325 47
300 314 5
302 363 45
234 398 29
105 386 38
77 214 49
52 123 21
318 105 43
195 102 18
11 190 46
195 112 41
90 346 48
260 112 28
329 129 9
167 380 6
95 359 44
264 110 48
282 310 43
8 313 13
48 48 49
389 194 5
177 224 34
158 182 4
86 242 12
288 87 31
2 94 29
373 215 43
93 95 1
221 357 34
343 276 38
7 378 20
183 151 10
179 72 37
367 220 32
332 171 16
34 133 16
94 81 17
6 12 7
182 58 21
75 67 17
107 136 46
35 331 22
301 232 43
218 26 9
217 128 45
297 59 39
143 65 7
339 145 46
169 10 18
304 27 12
394 219 23
113 386 42
91 84 36
294 188 41
333 24 6
364 158 35
157 196 10
237 326 37
5 202 40
137 13 19
96 329 29
343 223 36
339 43 9
179 174 11
59 161 19
290 18 22
123 327 7
390 306 45
19 376 14
351 267 33
159 86 39
214 304 47
128 354 26
124 348 8
52 292 8
304 143 30
102 279 20
5 56 47
199 41 35
115 84 41
32 49 9
314 52 26
337 297 49
195 30 35
21 64 11
229 109 21
220 383 44
209 147 8
6 307 34
180 57 10
388 347 20
82 397 45
130 373 48
92 115 46
185 43 19
252 126 25
388 116 48
264 212 15
10 373 6
8 345 37
352 384 36
233 171 1
337 135 9
107 151 46
285 13 30
14 312 38
328 323 14
183 368 32
284 99 25
81 309 14
373 111 40
64 67 30
109 43 22
115 334 35
270 24 28
55 371 47
353 270 28
330 223 21
316 234 16
85 142 18
130 227 2
95 387 46
43 391 14
25 191 11
393 352 41
331 336 37
373 144 28
91 97 48
32 235 35
210 86 30
56 171 5
367 27 48
81 101 17
271 238 13
102 49 5
234 348 48
28 38 17
116 200 42
381 105 26
130 357 38
48 59 25
29 310 36
321 307 42
366 248 36
274 234 25
97 148 25
105 336 6
192 239 47
324 5 4
117 26 49
180 21 27
89 41 45
309 287 46
290 329 31
51 110 26
227 253 47
371 351 27
61 197 43
156 246 45
160 378 29
146 185 13
383 350 2
199 18 21
223 373 14
239 384 13
160 346 23
141 224 17
108 249 28
344 157 35
196 263 38
35 287 30
21 369 15
157 301 43
348 185 12
228 52 44
169 47 39
239 351 47
81 153 31
207 119 39
158 124 28
118 369 46
241 178 14
271 75 48
59 245 30
185 184 22
383 179 17
30 224 10
22 269 27
50 268 14
255 60 47
151 321 46
88 296 17
126 267 46
218 382 45
26 157 27
9 361 21
203 1 20
279 186 38
29 276 34
352 389 26
35 178 24
237 115 6
15 48 37
338 388 24
107 198 15
388 363 49
10 105 17
397 303 14
330 280 30
273 10 17
212 189 5
313 163 39
224 301 30
240 128 42
65 233 35
332 391 31
132 363 30
256 156 32
142 256 15
41 94 40
73 29 1
91 122 47
311 112 19
91 54 2
377 239 36
213 7 37
7 140 28
263 147 3
79 366 6
268 292 42
293 193 20
73 321 17
209 367 43
328 18 19
355 62 32
122 135 38
40 89 19
213 18 32
8 265 42
131 321 26
123 250 7
296 178 45
366 181 45
318 293 4
339 306 30
97 121 29
379 362 4
82 43 16
72 161 43
337 289 23
322 233 30
81 200 1
368 154 15
278 197 29
224 380 1
177 129 43
199 151 31
155 119 14
216 193 9
311 49 12
217 125 45
39 159 8
217 356 41
279 323 30
229 121 16
244 141 30
341 348 1
53 119 47
228 356 24
36 247 27
190 143 34
371 324 17
238 16 22
2 92 27
354 267 33
363 183 18
175 309 45
104 181 17
305 18 27
260 394 44
237 307 4
376 151 14
4 285 29
294 212 48
141 38 31
172 370 20
296 133 15
11 278 3
58 287 42
46 22 38
171 172 35
202 366 42
99 288 7
264 217 15
135 353 48
41 5 49
9 66 33
386 388 44
287 81 14
164 209 16
120 373 15
43 218 11
250 260 38
98 325 39
305 3 44
21 211 1
132 368 25
170 15 29
23 215 31
386 92 43
189 15 20
293 140 40
306 295 33
180 7 7
355 69 26
389 93 45
49 387 36
97 322 7
357 109 34
70 58 1
249 249 46
315 249 25
102 89 6
282 187 42
254 253 14
81 152 4
238 354 1
339 127 35
134 97 34
110 131 22
370 135 21
307 61 41
164 354 18
103 2 44
263 138 36
257 95 35
371 382 33
354 219 8
139 321 37
38 228 3
161 285 34
347 380 41
96 63 28
235 247 27
377 165 26
140 399 19
146 198 49
103 210 43
376 165 20
41 392 27
291 150 32
81 319 48
36 241 34
198 104 22
281 11 21
351 365 10
32 61 4
280 241 13
292 303 39
345 268 46
69 385 18
222 243 29
167 377 47
217 197 27
131 306 17
9 310 42
108 229 43
150 247 4
82 261 23
288 200 33
275 59 28
394 87 38
172 397 29
46 271 38
52 396 47
288 367 33
274 136 32
247 379 35
308 5 30
121 1 8
76 15 20
241 322 18
119 246 42
12 389 24
207 354 21
159 80 13
211 217 42
26 217 22
386 123 4
292 202 38
195 278 23
91 332 4
279 149 37
247 43 36
345 169 33
11 193 1
70 342 25
84 176 30
251 201 33
393 33 37
25 9 31
364 365 7
296 74 34
54 393 17
146 290 39
362 76 25
197 74 13
53 194 46
21 17 48
99 84 24
341 366 17
182 84 25
393 270 30
126 91 31
2 41 23
153 353 5
41 83 41
106 135 15
140 390 17
138 161 24
399 222 14
274 395 5
198 100 24
60 14 38
184 389 45
329 364 26
167 151 32
329 333 14
38 118 39
116 194 33
90 299 43
161 197 38
261 373 6
321 261 13
100 181 32
100 345 17
30 239 26
390 360 30
54 144 45
27 291 26
272 156 24
339 129 6
88 173 32
263 316 4
399 399 47
309 207 15
71 75 42
59 73 18
247 175 31
399 77 48
176 281 27
257 354 12
176 320 36
212 21 49
27 209 42
174 159 6
38 25 39
312 387 36
276 323 21
209 315 23
126 166 26
131 258 15
290 141 11
171 137 48
223 131 27
262 84 38
62 309 37
301 191 42
206 123 20
299 341 15
30 73 26
19 310 49
209 332 24
72 239 5
376 11 27
323 80 25
198 224 37
72 16 48
62 52 3
313 60 48
179 288 21
301 325 43
382 318 46
75 293 31
288 222 23
363 146 11
140 366 31
11 376 39
39 389 1
308 181 14
138 203 35
115 188 8
312 41 24
270 209 4
386 343 15
56 25 24
349 167 24
274 276 23
29 67 22
122 282 23
311 372 43
115 240 45
0 235 43
174 13 25
207 211 46
234 27 2
132 372 43
12 108 13
119 391 41
374 53 27
182 55 20
7 14 46
313 306 24
368 383 17
223 210 27
176 3 46
261 22 28
239 344 23
96 169 12
219 36 8
214 234 49
253 239 41
2 19 9
288 277 23
287 143 19
283 208 3
34 398 37
19 149 12
9 180 6
97 289 6
184 168 25
40 338 33
227 194 33
71 385 26
228 63 32
92 320 31
144 322 20
9 79 36
30 176 21
278 215 3
255 53 24
307 164 25
14 106 11
340 149 46
234 140 49
134 11 35
360 235 24
96 126 34
59 294 1
33 136 21
57 22 15
42 159 37
94 47 24
214 397 49
271 89 27
72 201 22
204 234 35
156 69 3
140 284 35
398 155 39
283 66 34
218 131 39
238 117 1
366 377 44
168 228 43
342 328 41
297 213 13
46 381 23
38 371 7
190 72 19
271 396 28
28 58 3
68 157 11
306 117 21
205 196 9
348 348 37
46 380 26
65 318 10
231 282 23
185 230 33
164 180 33
33 1 4
307 259 28
240 145 2
360 244 43
189 261 28
127 12 42
52 222 34
220 292 17
331 8 38
293 396 24
267 347 13
372 152 33
207 101 42
166 278 3
348 310 36
59 385 3
148 2 22
366 7 39
255 157 46
85 337 10
373 389 14
313 54 30
376 386 49
385 77 46
75 9 34
66 387 43
219 311 19
86 185 42
56 339 14
397 11 4
372 237 9
312 262 21
365 85 14
46 245 46
240 208 27
390 338 34
52 227 19
130 91 48
14 41 45
212 231 39
41 344 46
18 113 29
107 224 30
385 347 2
342 388 15
348 115 27
237 136 44
284 236 15
327 297 4
73 338 48
313 327 27
276 372 7
230 337 40
66 267 23
347 83 36
152 52 17
369 114 15
218 269 39
41 392 33
370 87 21
301 85 19
156 194 3
267 278 31
195 5 6
217 388 39
375 308 1
199 318 30
353 270 21
334 314 36
91 264 25
224 36 29
195 299 12
73 224 6
