3200 10000
1607 1583 21
3076 1977 11
793 1221 22
2929 634 48
2182 1330 15
2356 2523 33
943 1487 5
100 865 22
1636 1030 43
1784 574 5
2918 2603 28
148 1658 27
2216 452 25
887 3133 39
1609 1816 21
645 2747 19
1946 406 31
2392 175 11
1291 2287 29
1165 3017 41
590 2960 34
255 2590 21
713 2659 9
0 2843 46
2960 111 29
515 2070 2
472 3046 7
1959 1518 39
2229 552 38
505 1599 42
1465 1481 13
3083 448 35
878 1116 44
2996 2155 48
2179 1015 3
1969 1603 17
89 993 32
2008 60 13
670 2557 49
1603 2303 39
966 669 42
17 1421 12
2631 1997 11
1076 1205 33
1180 1258 30
538 1729 42
2221 2688 5
2137 159 14
1171 1927 36
1557 1288 5
1684 1151 18
2601 1512 28
156 1299 48
2584 1668 37
620 3086 29
3080 2823 15
1285 745 41
1794 520 3
1586 996 15
937 2851 45
916 1489 38
2310 407 39
960 153 34
1965 137 16
1994 3024 14
457 532 34
2779 487 23
786 1873 25
1063 1738 3
445 2950 37
1607 490 49
1773 149 17
1813 683 1
2696 436 39
663 3036 45
2419 560 33
135 1682 33
1813 482 3
2692 1680 9
1723 1526 13
551 2427 22
1048 1085 25
930 1733 17
907 1001 22
328 108 17
424 808 35
2197 1245 13
2617 1070 14
455 1713 25
2965 3028 27
1324 335 17
996 1505 26
222 749 43
1222 919 30
1443 220 48
3043 2053 42
1260 3096 17
608 1432 20
1257 1800 29
662 52 6
702 2095 46
2775 1656 46
3019 756 15
3154 1787 12
3164 2011 44
2257 1886 25
435 429 22
1841 209 20
1932 2561 33
2483 741 31
2366 2721 35
3096 1677 42
1439 625 9
1318 2204 12
2350 2100 14
2095 2165 3
3189 678 39
249 667 24
1689 750 29
801 2148 46
570 3026 14
2914 1189 35
1106 1241 2
2469 2319 22
1104 2925 32
3132 2863 45
1223 1902 20
1661 414 24
2639 1959 45
2833 2882 38
531 2646 4
2795 344 14
2521 1730 27
872 912 21
636 1348 4
1888 2341 40
929 2060 37
315 595 32
2321 1061 20
2948 2756 24
2527 1203 26
2332 1450 40
1577 721 37
1884 1630 9
1175 2041 9
739 622 6
484 971 17
857 2071 3
2079 2704 18
2821 1193 18
84 271 12
407 127 37
2911 1099 34
809 54 38
655 2640 24
2066 1246 12
2704 299 5
2669 2062 24
1828 2654 27
719 1673 20
2438 2886 23
1698 2046 13
2141 3103 5
3011 1325 24
435 1555 49
438 2868 31
2446 2528 27
547 1293 36
2982 22 31
1527 131 3
360 1004 23
929 901 47
1466 2056 22
104 351 21
2294 424 6
205 743 20
2034 2403 19
1559 2987 41
1983 855 22
547 1742 5
3090 241 49
410 2563 22
2079 626 5
217 756 47
3113 1707 48
319 258 47
2744 3024 23
2715 2425 3
2839 1455 35
1758 2878 3
18 2192 17
2523 1306 13
1222 117 6
995 1792 3
627 283 35
1106 656 34
2967 1662 11
1820 2770 38
132 2082 34
443 58 28
521 282 31
705 762 25
68 1156 47
534 1904 8
51 2150 25
127 2628 14
2005 193 46
1704 970 24
1588 650 28
726 1661 9
2222 742 22
1278 2831 3
976 2729 48
3127 2530 28
1528 2466 26
2485 3071 14
2909 2500 17
2407 2509 15
761 467 1
3 1135 30
782 619 24
379 1264 21
3109 2641 13
2748 2168 46
2734 3064 46
1211 2752 9
425 507 32
1116 2756 36
85 2928 11
1974 1861 25
1439 2074 3
744 2606 6
1771 1883 29
3180 1293 24
2852 2113 13
3054 2080 46
827 2402 20
472 516 4
2898 1845 28
2332 2201 1
820 540 40
1856 407 26
927 2215 33
478 948 20
1652 66 22
1790 815 9
1958 2678 45
161 2944 25
2616 243 34
1641 3010 11
1633 1874 30
721 788 34
2724 793 17
2436 54 26
2355 1992 41
2764 651 49
2969 2674 17
784 424 9
2420 1927 4
2882 2350 44
2285 1962 35
1535 2330 11
2490 1591 18
1823 1315 20
1280 144 14
1733 393 12
2824 466 37
2920 1013 11
3148 2833 48
3097 725 49
2221 2059 11
2192 2368 30
882 248 38
770 1703 1
2009 437 23
191 667 43
2755 1201 30
3080 3041 5
324 2719 7
1801 69 5
2391 241 14
931 2068 1
1676 2450 10
1380 1392 32
466 786 44
213 2897 17
2567 2562 27
1730 165 48
169 90 26
1782 1280 5
2104 931 23
303 1404 46
1924 212 40
2051 1372 12
484 799 12
1073 2817 37
220 2096 25
1974 1952 34
1452 2199 16
1937 2167 1
2697 2531 40
453 288 17
3169 2494 11
82 2077 42
2000 1023 31
2001 2137 25
263 2991 34
328 543 36
2378 213 21
3055 2264 49
1163 491 31
522 787 38
2818 2984 37
1240 1982 25
2654 308 15
14 3141 30
397 718 21
2106 1912 9
829 1054 16
1263 2314 18
547 3109 18
2948 3006 47
1 2488 7
1969 171 18
579 2076 25
1409 548 39
2258 1677 13
1332 548 1
1677 1333 15
125 169 45
2831 3038 44
271 2098 43
2973 2626 6
722 2130 2
3038 51 30
1425 1554 47
1612 3100 38
2293 513 4
1546 1696 45
23 1221 35
2436 2355 41
1998 991 30
1564 950 25
2726 2961 47
2440 609 15
3000 690 6
100 278 12
540 2222 46
588 611 12
927 2178 38
852 534 23
1760 2863 2
2519 3133 49
2939 2364 41
1488 1299 18
2865 3077 14
1840 2623 38
766 1942 3
3124 3040 40
2467 1592 2
154 1794 48
1633 1836 19
664 1192 47
2745 1936 22
2044 1857 20
1807 1380 29
386 769 26
1963 1903 41
2330 2588 19
1124 498 32
2388 1349 14
3126 822 36
1199 2127 47
2032 2320 33
2968 168 20
2493 661 40
906 455 49
1324 1135 25
3177 2154 26
2414 2364 41
2977 2163 32
894 1828 20
1569 2189 21
1502 482 16
2760 468 17
2541 2744 29
1172 582 14
1862 2129 34
1088 742 39
1937 3108 44
2609 1781 6
1160 2598 12
1422 1709 45
1177 1742 19
1897 3006 2
1782 2118 33
925 1513 32
1825 2860 42
1042 2713 13
2679 1926 36
20 2996 11
1660 2757 18
1430 2514 2
1705 1871 31
3047 2192 29
789 384 26
914 484 12
2748 273 17
2059 1519 24
1931 654 9
1415 1753 29
1260 269 46
185 2469 42
2771 2011 46
468 2704 8
1461 1855 48
705 1334 25
1553 2796 17
854 1352 29
1319 540 5
2700 2770 26
2902 509 37
1382 2020 23
2751 2168 24
3025 2031 38
1566 1151 45
1776 2154 33
401 21 12
1890 3181 23
219 1151 47
771 2962 9
1387 1814 27
2174 2473 31
465 1761 30
3114 2970 17
3088 588 10
1789 820 22
1760 559 34
1337 889 1
2100 3124 5
2428 2555 16
2781 1461 46
1029 3113 49
2968 1557 2
611 1078 37
1394 2006 7
1862 426 36
1930 1368 2
226 2860 19
1279 2234 15
1295 1305 25
782 467 35
237 832 44
2205 142 29
311 1461 8
2066 2368 13
1276 325 19
2098 2368 15
1608 383 2
3127 2587 9
2541 2131 44
2412 718 6
2762 1007 7
1533 2140 26
951 1010 8
1679 65 38
1150 363 26
689 1470 33
624 1336 21
1831 476 25
1868 1742 45
2746 2903 28
2507 2484 35
748 1955 3
1427 2701 44
2103 707 23
2086 1465 41
3106 1128 33
1253 2477 13
2945 2493 16
289 2193 40
1464 1962 39
568 787 40
1854 1198 15
635 3179 42
354 2988 45
1033 2046 16
468 1629 30
759 1747 1
1057 1485 31
1453 2326 30
2474 2338 28
1862 3174 17
1962 909 6
1620 2508 20
105 2111 31
503 3193 2
3187 765 49
1800 2590 2
2653 958 44
2410 2332 49
1518 3099 12
500 687 29
3080 1287 1
298 3044 3
2897 2985 48
2106 28 29
2160 2653 37
2257 3060 6
539 2978 28
1423 1705 26
495 327 41
2889 3149 45
3141 5 19
820 1354 43
1127 577 12
443 928 37
2206 1002 7
390 1709 13
421 2881 2
1762 391 40
602 2276 18
724 2514 8
1037 1285 20
1364 2307 17
2797 2246 28
232 596 46
2588 1085 20
497 2115 46
2117 1629 1
1055 2901 4
2099 1014 30
2348 3017 1
355 2679 19
2997 154 33
1511 404 9
401 2027 18
1542 1273 32
2516 1021 29
379 866 10
248 2344 37
1797 3015 27
3183 2773 22
2718 2445 34
2455 1744 4
2961 2578 26
2290 2412 29
1 1076 43
2037 3121 46
703 1779 26
1874 847 33
520 1229 3
1385 1092 10
1726 2413 32
1456 247 2
342 225 14
335 1939 24
2899 189 45
1099 1757 1
602 2699 31
368 21 43
684 908 34
418 1425 33
1339 2109 24
1724 1451 24
374 2721 11
3025 1120 35
1725 1137 37
2519 376 11
1488 2067 28
3184 1568 16
2593 2564 48
1495 1883 35
3009 703 18
2410 964 34
513 1750 19
2646 2851 36
2409 3161 33
1220 1886 42
1490 2579 48
199 1199 13
1537 1644 11
2703 2937 26
3016 2979 47
2719 4 38
290 443 27
2469 1706 6
2762 119 27
1619 3088 21
2816 600 19
2641 959 26
2610 901 28
2702 435 46
532 2790 1
1520 1978 10
2661 1313 9
1920 2086 47
2435 1203 36
134 1550 24
1690 1837 25
970 2933 43
2039 2702 39
2508 3169 11
43 2879 22
151 1302 37
2094 747 39
59 1980 8
2466 3025 6
810 576 47
1113 264 18
541 130 16
2165 398 4
262 1652 36
1503 1249 22
2770 1472 4
1587 1923 48
2317 1692 2
1719 1587 18
916 986 38
980 2546 44
1301 131 28
4 383 2
2698 3045 2
2605 2640 12
811 1083 44
533 1786 24
1977 1935 40
2552 1917 9
948 232 27
2321 1505 12
1567 2179 11
2077 887 22
1313 3142 9
641 105 43
1517 755 43
2511 1364 34
2555 175 47
1792 1671 17
2164 391 26
2334 1978 31
1885 1962 47
969 2397 10
2396 142 44
1104 1139 47
2358 2494 36
1276 3022 47
3135 1246 11
568 110 2
2130 2052 34
537 2740 7
2492 1310 31
55 2823 43
1410 1403 12
1755 2570 15
2082 2873 22
1796 905 26
1426 1668 39
1183 1956 5
957 1301 42
1383 294 40
2860 1403 16
100 1740 39
769 97 10
3117 2948 21
1663 2962 49
2530 2451 21
1787 1021 48
2192 1571 34
2108 2635 15
2263 954 9
2329 143 15
929 869 5
1180 2499 34
739 2754 6
2010 2198 12
3183 397 32
375 1141 23
1426 230 38
2500 2527 37
3176 583 24
1689 1394 17
1460 231 39
1855 1005 20
752 2471 44
2469 2112 22
112 2786 44
246 959 44
440 506 11
2144 286 28
1871 2620 28
2496 3023 10
949 527 33
3125 985 26
151 3169 13
1740 2635 42
2657 1223 48
2786 286 21
2768 608 12
1656 1696 30
1857 426 35
1559 2616 32
3096 2425 36
2131 607 3
2307 2235 45
1845 994 29
471 2262 12
414 127 18
2740 352 44
1721 2356 35
2472 315 25
3179 675 46
987 1094 7
2670 1126 17
557 740 32
2052 1899 20
2186 1457 28
1743 2710 1
2269 1475 6
334 1860 41
2614 1150 41
2862 2137 23
667 2571 48
556 2995 43
2429 2223 33
3168 653 45
1427 1736 43
1565 3199 31
299 459 4
935 907 33
267 136 24
775 145 43
2825 31 15
2352 2484 1
2816 304 1
1668 1749 9
2153 2179 20
1251 340 18
2650 2195 2
2060 2033 17
96 168 7
1783 1256 39
3180 483 14
2353 830 30
2804 465 29
1703 1619 43
2668 1211 4
1678 1994 35
1113 1637 33
504 3055 14
952 1929 21
2848 2430 39
1899 2480 11
1856 2699 44
2397 3009 2
3050 47 29
466 302 7
3049 2123 31
2 2589 17
1015 3034 22
142 1933 5
467 957 1
1098 1084 3
263 1377 30
2653 1951 26
261 1315 10
2102 1337 18
883 2883 11
2352 274 34
1078 2255 8
2357 1908 30
701 2151 43
274 2628 31
839 1354 35
952 1307 9
261 2530 12
1792 2408 20
1835 2161 10
2877 1078 37
155 2358 1
2671 2232 23
540 848 14
2155 2950 23
1724 2940 27
2147 2608 41
184 285 31
819 2032 38
2505 354 8
3127 660 36
1003 2208 39
919 2780 43
1239 989 31
1832 2287 34
689 674 5
1577 465 46
185 1356 1
476 51 49
2317 1680 2
2361 112 28
634 715 33
2792 2991 40
2590 1436 12
3099 1230 24
1059 1616 40
2852 2510 6
68 1327 40
3105 2705 35
1672 2947 6
3104 1393 24
1859 1004 32
53 1397 4
2796 2235 45
1935 2316 22
778 660 6
220 756 24
2192 38 34
2720 1437 19
2335 437 42
1716 848 49
1670 1777 36
2740 2684 29
2710 1416 34
1615 1571 19
1112 2430 26
2403 344 8
1501 1321 23
2532 1359 2
2417 138 5
2403 2949 44
2605 1998 17
1508 1188 21
845 321 36
2580 1808 31
1370 741 15
2423 138 33
1471 2533 26
1169 408 6
2042 282 16
198 2349 16
1491 326 5
481 111 19
288 984 49
149 1530 8
2532 2908 9
1887 806 42
1082 1824 40
949 1650 20
1963 1183 21
2657 904 27
1482 708 2
1731 2282 41
229 2337 8
2411 2466 32
2056 2510 39
356 2965 26
894 764 5
2688 608 40
1044 167 48
872 1815 46
645 1604 32
1177 1687 39
768 1585 21
40 1101 22
48 282 24
3077 1176 22
1525 3186 49
813 707 37
2608 1342 6
1065 635 5
1406 1169 37
819 3071 44
2337 2203 12
2385 1990 39
276 969 26
2484 508 34
1339 2806 27
2143 2638 15
2771 373 18
2626 158 19
2874 5 38
1670 2382 27
610 2630 11
1760 1922 15
1791 2515 35
3027 172 7
1634 1372 22
1012 385 32
1625 1334 33
1064 1269 45
9 306 9
1263 378 47
1870 338 42
213 2258 10
2166 1584 38
2462 897 10
1982 726 3
2635 2799 23
1792 1551 37
1208 2043 26
2755 1856 24
938 1359 36
670 2550 43
2874 2569 23
2964 1214 10
2517 1371 1
2528 1022 29
105 2704 27
1355 1964 26
271 185 29
2376 208 45
1962 2117 34
1162 166 24
54 389 6
1703 1510 31
1384 2077 1
3154 2369 15
135 2929 28
1233 105 21
136 2921 29
3038 356 31
2324 146 4
3005 1408 40
661 1319 19
2617 2914 37
2225 1078 44
1657 154 43
1241 2676 21
612 2917 29
787 211 8
2897 1165 48
590 788 4
2655 1069 20
1720 202 47
2124 1300 45
2016 2006 8
2587 99 28
1614 1597 5
1171 330 2
447 2345 3
2780 2481 5
30 1888 8
98 374 45
543 1619 33
744 445 33
1475 2116 28
1666 1408 1
2441 1941 25
1977 1974 43
1238 284 19
2980 2675 39
1193 2175 12
439 2307 34
1921 2804 30
296 431 4
576 2288 44
2694 3179 32
132 1434 10
2386 1099 45
2595 2107 24
2805 1295 38
731 1111 35
1174 1394 29
638 991 30
1729 2276 23
1677 1 41
1548 1354 26
2578 129 18
2971 800 35
1582 2478 49
1381 766 43
2097 1057 18
2632 2235 18
71 1599 10
2109 895 28
802 468 49
1176 506 43
932 1548 49
206 331 17
1762 1135 42
703 2462 44
20 1903 31
1155 1453 38
445 2154 5
1610 1609 29
2054 1019 30
2193 423 10
612 1251 41
806 1356 38
1565 1719 15
327 2338 19
1720 125 19
1050 2934 45
727 2018 1
967 1797 26
2891 1853 10
1388 631 14
1683 2305 35
31 2513 25
1612 977 36
1822 3177 45
427 587 20
2410 1579 48
2725 1675 32
1796 2587 42
3107 572 24
2455 2555 8
1925 1716 24
1967 1706 30
488 320 1
2039 2958 46
2484 2235 24
442 2809 12
2503 2658 23
1466 1589 43
1598 2987 47
1407 2794 17
2492 344 47
851 1874 41
2408 919 1
2733 2811 24
1252 763 14
977 2300 46
3132 2070 35
431 890 43
2762 2255 30
3192 1738 14
2692 2 23
834 1418 38
2746 999 22
1056 392 26
381 991 31
2901 598 48
329 3150 20
495 486 18
96 1779 47
1903 848 2
463 2231 27
2640 1815 37
2884 1486 23
1778 69 24
797 897 31
2880 1472 26
1795 1528 20
1439 35 40
1580 715 12
1096 1875 9
1838 2355 14
1911 302 33
2572 2602 25
413 43 4
1539 3065 2
3147 2538 20
2550 1879 38
2056 1423 26
1421 1877 8
1468 1307 26
352 307 29
215 845 3
1523 1040 32
346 2331 9
2383 374 12
50 295 49
1217 2843 30
2135 3135 45
9 3010 28
1981 299 2
2320 1311 1
2722 53 37
1009 454 1
2038 404 9
1012 1650 42
2188 452 7
1623 3170 13
1400 2902 11
1742 1165 8
2527 2507 38
2143 2251 46
1484 2357 4
1072 3146 23
215 1584 5
585 123 11
3058 2773 1
2783 2577 16
1565 732 23
327 3155 43
778 1150 36
2819 2694 34
1655 408 3
695 1276 7
1045 2075 22
151 1047 25
1491 3100 14
1529 1616 47
524 3026 5
2772 104 21
1 2488 17
1524 2728 25
2623 252 8
1206 2339 49
1243 705 6
597 732 13
1708 2575 16
2515 2590 2
1376 360 30
311 1547 23
2070 47 12
1458 2581 45
1043 1618 21
367 2744 27
2527 1122 9
1326 3179 19
3121 2062 32
1633 2284 7
2336 2130 7
1236 2861 12
2767 1365 10
2683 1610 3
1117 1831 8
2011 1112 19
2222 2095 49
644 2496 35
1961 180 29
1839 1352 33
2603 3093 13
2656 1643 34
173 114 8
36 3192 38
1766 441 23
3061 2113 33
1491 2881 4
3095 1348 47
2988 2381 43
209 148 10
296 3036 21
2591 2526 47
861 3131 36
585 2861 21
128 2810 23
269 1168 14
1805 3188 44
209 811 19
1226 1915 12
214 227 10
989 1143 35
2793 1588 39
1921 3157 10
1337 2511 18
1596 77 36
2626 3009 15
3064 280 7
1008 1409 19
2746 1176 33
2620 2844 28
2504 1040 18
821 355 22
2930 2547 10
548 127 21
244 2426 27
2495 2063 4
651 2840 13
2985 1136 11
1214 774 6
2194 2825 12
856 875 43
211 1059 8
275 759 10
2575 2601 26
382 1296 27
2838 596 1
15 2185 22
1230 2874 16
1013 632 5
3035 2459 8
2739 2411 21
2488 843 6
1440 1126 12
464 3181 6
2632 639 45
657 647 40
1795 1819 15
702 715 35
828 2726 38
1296 1883 4
442 2273 4
2768 2454 18
3168 2027 29
2214 764 34
3087 909 48
1817 1762 4
2696 173 9
2823 462 33
1290 851 49
2558 672 31
2827 1362 28
2483 52 23
1840 2559 9
1931 364 27
1755 1987 29
3163 2582 2
1009 1798 33
275 1146 25
2833 1655 43
2666 1436 11
2391 1329 47
1968 3092 3
2537 3160 37
3192 802 23
495 2839 2
259 2442 16
1631 931 15
2940 2459 2
73 364 38
492 2379 30
177 1120 5
1976 296 48
2949 2655 9
2817 2954 18
1047 750 49
951 3117 5
311 189 48
1588 2316 3
2307 42 14
657 967 26
203 1164 2
1542 1567 11
282 1289 17
563 537 3
905 720 32
1502 1884 21
1149 84 5
639 489 39
1627 2966 29
2784 3050 38
2024 1079 6
3166 1999 12
1897 2233 3
2881 187 22
892 729 18
1183 1871 34
1400 2425 14
316 1369 41
3024 1074 33
1333 1145 37
2612 2767 20
1806 2176 13
1556 1502 30
1276 548 5
2040 233 49
2195 2049 48
1403 2617 4
478 979 35
1801 1244 34
341 2184 5
579 1263 41
2210 1436 15
1125 2709 25
1060 1232 25
2081 2044 39
1689 2853 1
1612 89 11
2798 2563 36
805 1119 40
719 1309 4
862 2553 46
657 2086 26
187 3153 37
1681 439 28
2238 1766 7
2604 2262 36
1629 2196 21
2638 643 7
897 2974 21
3058 43 37
262 103 6
1032 1739 6
1788 2621 21
583 357 29
1696 668 35
2693 1880 12
1616 2638 42
2187 1657 40
231 1092 2
1544 2949 17
1544 3018 47
2764 1309 4
1479 1006 19
1546 2415 46
2145 1670 35
1933 2712 39
654 1175 32
2699 554 18
1877 836 28
1172 2774 42
2828 382 16
2999 3009 39
1217 912 4
947 953 39
2184 15 19
2475 1610 47
3062 1529 35
181 1015 36
1229 2011 3
164 0 16
2136 105 15
208 2632 13
485 2836 33
1700 1789 23
1237 1342 17
1205 1022 5
1398 1469 41
2608 3172 47
914 1400 16
1170 2479 11
732 81 47
1134 473 32
3001 2415 39
1423 1550 28
3159 2783 35
2827 1091 45
1332 2263 40
1114 1821 38
988 1326 38
2362 3192 30
502 1391 15
1712 842 35
2798 352 11
1119 2263 33
2947 674 40
130 2742 45
150 3125 6
273 1031 3
1459 1790 18
54 1978 9
2402 956 23
2836 2202 12
2255 707 7
2184 2303 42
2810 2205 48
1302 2380 47
1987 2248 16
834 2136 37
280 2557 42
890 1395 10
2952 1331 32
2149 935 23
2454 1793 8
2046 1641 3
161 162 42
3039 2317 6
149 1220 34
3154 1164 13
2424 486 20
2404 3073 24
1362 731 16
355 1013 32
2615 2991 27
947 1398 36
1330 1266 25
1184 1575 2
2657 2283 44
402 819 6
1295 346 6
2620 2885 18
1029 2545 34
981 3048 22
1535 455 22
1680 179 10
2402 1232 23
375 3087 23
1578 811 23
1382 1867 43
236 3172 18
1774 2519 46
729 2992 27
2781 2847 47
1674 1342 4
2734 894 16
2889 1094 17
1165 2771 22
171 2054 3
660 2266 26
1961 1973 23
1233 2909 14
2797 91 22
626 2391 5
535 1072 8
1107 765 33
262 1064 49
776 439 37
2308 1862 11
2908 2585 43
1195 678 31
1436 544 8
1066 1002 28
122 764 7
799 2842 38
457 864 40
902 2787 45
768 3015 38
2757 379 44
1732 1717 23
2577 566 23
2714 1982 10
635 2524 46
2469 993 18
491 2247 2
885 2880 33
1001 2327 12
460 2550 32
2570 1713 13
2863 19 6
1970 2071 23
1032 1597 20
1163 96 29
1154 1570 33
1646 2333 21
95 478 48
1659 2779 18
391 1707 33
2415 1499 42
41 1570 26
1394 1911 32
1134 1354 17
1440 777 21
1901 1398 23
1888 1466 6
2461 518 41
1214 317 27
1267 2124 18
484 2745 30
2362 105 47
1767 2899 40
1936 2025 27
127 2586 19
1742 2544 5
1011 2053 3
668 1578 41
1568 1814 19
163 1706 28
2255 1723 49
2353 2035 4
1885 2034 2
1485 998 22
981 2305 19
2242 2008 8
1885 3117 11
1179 981 45
1302 2872 18
552 246 17
70 1459 39
1260 3023 4
1821 1251 21
1688 2409 6
1745 489 7
2010 2684 45
1538 582 5
159 2937 15
1513 2954 41
2701 2936 21
2772 1474 31
2286 1686 38
573 1023 43
2947 93 31
2590 2550 17
3108 266 42
451 1084 47
1621 3003 40
2992 1960 27
957 1513 23
1597 779 28
1908 2782 2
956 1500 27
1104 1168 11
959 917 39
50 2092 46
1994 2466 11
1201 1454 2
2588 1710 41
1339 2950 19
1632 3092 13
1866 3177 25
316 1574 30
2169 1911 48
358 2432 34
2733 1125 9
1343 3119 3
2798 1104 24
447 563 17
1284 1078 3
269 955 4
999 1527 36
3170 2198 38
1730 687 34
2496 1912 28
2616 1199 49
2225 1904 45
1604 421 36
3137 130 48
2487 2885 4
1719 1079 8
1278 2925 1
1051 1261 28
1208 87 32
335 2935 5
3120 637 23
2108 2258 5
2665 1271 25
1833 466 40
657 2597 22
2037 1365 10
1722 2088 5
1518 1646 34
705 1406 20
1742 478 22
1965 1803 49
1764 1182 1
1840 49 40
2244 1433 23
1654 206 11
777 558 15
1898 2030 24
2312 1101 42
1191 26 26
1794 1102 13
1765 1937 37
3122 1907 10
2319 2462 22
2216 1175 22
1495 1220 42
2830 1761 36
675 3071 31
3178 2086 29
2853 437 21
2647 2343 30
228 1977 49
2214 545 15
1288 2963 28
1393 507 45
778 1754 44
2270 2700 26
139 527 42
823 591 11
2756 3013 24
1728 1275 18
652 519 27
2777 576 40
425 74 40
2658 3011 46
3184 280 41
991 393 3
2498 2682 32
2212 2068 14
3105 1157 6
1296 232 5
1379 1914 21
418 1177 23
75 326 22
2932 54 7
2120 1351 46
538 1337 45
519 1691 49
3063 1735 1
2142 373 42
2274 3140 23
1417 1132 9
3149 729 23
2731 3141 32
1947 2431 10
2245 1501 16
302 215 44
465 1568 9
2698 1676 34
509 2488 40
2867 1579 3
3161 2741 36
2381 989 34
169 181 48
2880 132 26
2972 913 16
635 702 41
609 506 30
1009 1479 44
2998 1620 47
1903 2186 1
1622 2852 35
3031 538 37
1208 2559 3
1528 827 33
2625 2435 14
190 3180 41
2990 1654 20
1254 1271 10
2484 653 11
2346 2107 17
1526 110 4
2749 904 8
518 2127 39
573 2814 21
1344 1199 27
2478 1615 45
3079 1212 20
253 2537 46
2264 2454 23
656 1375 49
2409 2748 32
3176 2999 6
2605 33 11
2607 517 10
1153 1278 34
3097 759 17
2133 3199 12
2727 2351 20
1203 2313 37
2261 2611 25
1688 1049 29
666 1069 33
1563 1429 20
1464 2772 21
487 461 35
978 1300 5
2463 1782 17
2068 1218 5
2635 691 8
2658 2517 23
704 1457 11
475 489 9
1285 1332 37
2317 2306 36
277 1824 43
3021 453 10
1694 2949 5
1851 2539 21
2360 2490 29
2308 1195 40
431 2825 21
1921 108 28
2365 1526 34
2400 3177 19
57 1065 45
792 2347 35
3196 2712 18
3192 92 16
2449 725 6
3040 1141 26
3127 2083 14
582 1232 21
76 1751 23
1367 2899 9
203 2942 40
2321 660 43
2041 1751 5
650 1086 18
1647 2336 47
92 1054 10
2407 1461 7
1376 514 30
190 1607 45
1906 631 41
674 3157 40
1704 293 35
1725 1838 22
1562 282 31
1418 1314 48
2941 1503 26
847 2620 23
809 370 36
2938 2290 44
323 1410 26
2272 915 6
2947 2241 6
1989 303 26
2962 2501 41
1573 1179 30
2057 1053 9
1931 2285 2
2805 916 14
1969 2703 37
852 801 2
1329 525 15
2551 2862 29
294 2354 18
1025 2345 3
3077 1456 20
143 1143 42
2605 1866 31
2775 2959 33
2815 1629 8
1107 1442 11
2303 494 10
1459 2940 31
590 96 26
2920 3067 26
457 1261 8
880 213 22
2414 1197 23
807 472 48
1377 651 10
2105 2432 43
775 1067 36
2942 1987 35
787 1721 2
2242 2517 49
2658 2168 28
3025 821 39
611 1880 29
1418 306 28
3011 302 6
2584 169 25
2737 1964 41
1551 1208 16
1901 3074 44
32 958 27
1584 2311 41
2146 2434 41
882 1484 48
1815 1055 14
1396 2431 16
55 472 8
1445 2111 33
933 2663 15
410 1488 4
894 2346 46
1074 2556 19
1402 2255 14
1259 1810 18
3079 815 22
3037 3126 18
2803 1505 35
1582 951 18
2799 1136 37
3101 2930 36
1399 2911 11
2949 3133 43
990 757 43
1894 2200 31
909 2852 48
2064 316 42
977 984 13
1897 589 31
1423 2932 26
2336 2166 2
1187 2021 23
295 950 30
2367 2780 30
314 1228 27
1750 1728 47
351 373 29
2489 2109 6
1353 1827 13
250 3026 42
3163 103 9
409 1892 38
286 1632 36
550 1412 11
556 586 18
674 1087 4
2163 817 26
2638 1029 20
92 2602 39
3179 2995 16
1982 133 22
2399 2066 26
941 294 21
2756 3016 42
3004 2208 29
2655 1799 4
2686 3059 1
1025 610 25
846 1514 34
2292 704 14
2242 1067 32
2021 479 25
2340 2979 5
551 597 34
2142 2457 14
127 2889 24
275 1368 49
568 280 2
1244 376 38
628 2538 7
2819 1387 36
2539 645 34
1010 2242 45
254 2552 47
2180 2699 2
2525 2326 6
2718 1563 19
2593 1969 3
2271 583 6
564 1802 39
1321 1674 15
1576 1845 49
2480 2003 44
2601 1010 35
2580 1559 26
2276 1019 45
655 183 42
568 524 48
955 2284 3
3059 1309 10
3093 1319 41
2861 2512 49
1601 765 21
1565 227 27
1503 2144 6
1974 1419 33
1072 76 30
2346 2292 33
954 188 25
2927 1197 8
2524 592 13
710 1907 6
374 2362 7
1108 1171 12
3181 774 48
2443 899 42
3110 55 36
2494 545 16
1410 3010 44
1231 2596 5
1458 1447 9
3147 2150 17
2109 32 14
2131 793 37
105 321 4
2619 1843 30
318 395 2
1710 220 24
408 2382 26
784 577 5
2541 2935 14
2024 61 30
1985 1993 42
2436 2863 26
2632 1221 16
974 2009 28
2520 103 31
1223 3000 24
1805 1544 39
3014 2420 7
2152 3127 2
1912 2585 48
2319 2234 10
268 870 4
2930 2603 11
2356 529 23
2982 3108 37
2692 864 24
2996 1572 6
2903 287 9
2040 259 36
853 2176 11
3145 3084 41
2577 2244 20
2389 1503 28
909 433 8
3158 1137 10
726 1232 18
2328 2179 2
824 1199 29
2480 2842 19
1890 2107 43
3068 189 37
1546 939 24
2871 485 18
1047 50 36
1563 3063 10
114 894 36
1625 1806 17
1055 777 39
1169 1111 22
2094 1696 33
2172 968 10
475 1489 8
2062 855 49
2692 893 47
2226 1979 19
2111 1543 9
3113 868 33
1465 768 48
2568 2506 7
830 2305 42
907 2473 18
582 2054 36
668 1166 23
2452 2734 8
187 2921 21
133 2506 23
2792 2215 24
1642 2729 34
741 919 46
3163 1760 9
193 2481 10
372 2545 11
2075 1279 4
2630 1444 7
